,AECC,ALOGP,AMR,AMW,ARR,BAC,BID,BLI,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,CENT,CID,CSI,Cl-089,D/D,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,DECC,DELS,Dz,ECC,Es_o,Es_w,F-083,F-084,GMTI,GMTIV,GNar,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,HNar,Har,Har2,Hy,HyDp,ICR,J,JhetZ,Jhete,Jhetm,Jhetp,Jhetv,LPRS,Lop,MAXDN,MAXDP,MDDD,MLOGP,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,MSD,MW,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,Me,Mp,Ms,Mv,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,NAcc,NDon,NumAcc,NumDon,NumHbonds_oct,O-056,O-057,O-058,O-059,O-060,OAcc,ODon,PCD,PCR,PHI,PJI2,PSA_o,PSA_w,PW2,PW3,PW4,PW5,Pol,QW,Qindex,RBF,RBN,RHyDp,Ram,Rww,S-107,S-110,S0K,S1K,S2K,S3K,SCBO,SMTI,SMTIV,SNar,SPI,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,STN,Se,Sp,Ss,Sv,T(F..F),T(N..Cl),T(N..F),T(N..N),T(N..O),T(N..S),T(O..Cl),T(O..F),T(O..O),T(O..S),T(S..Cl),T(S..F),T(S..S),TI1,TI2,TIE,TPC,TPSA(Tot),TWC,UNIP,Ui,UnsatAcc_octanol,UnsatAcc_water,UnsatDon_octanol,UnsatDon_water,VAR,VDA,W,WA,Wap,WhetZ,Whete,Whetm,Whetp,Whetv,Xt,Xu,ZM1,ZM1V,ZM2,ZM2V,dEs,dHB_w-o,nAB,nAT,nArCN,nArCO,nArCONHR,nArCONR2,nArCOOH,nArNH2,nArNR2,nArOCON,nArOH,nArOR,nArX,nBM,nBO,nBT,nBnz,nC,nCIC,nCIR,nCL,nCONN,nCRX3,nCar,nCb-,nCbH,nCconj,nCp,nCq,nCrq,nCrs,nCrt,nCs,nCt,nDB,nF,nH,nHAcc,nHDon,nImidazoles,nIsoxazoles,nN,nO,nOHp,nOHs,nOHt,nPyrazoles,nPyridines,nPyrrolidines,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nR=Cs,nR=Ct,nRCO,nRCONHR,nRCONR2,nRCOOR,nRNHR,nRNR2,nROH,nROR,nS,nSK,nSO2N,nTB,nThiophenes,nTriazoles,nX,piID,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,set,title,w,ww,|dEs|
149,15.4,7.315,234.107,6.36,0.188,110,60.139,1.067,3,15,2,0,1,5,0,4,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,6,0,0,7156,121.198,1945,0,823.074,0,0,125.664,513.817,0,0,0,1.867,92.624,129,924,-145.6155396,-92.34417725,0,0,63821,134777,2.012,28,27,0,0,2,0,13,0,0,0,1.875,123.985,329.635,0.009,82248,3.059,1.478,1.639,1.635,1.639,1.178,1.253,370.381,0.955,2.339,7.895,79.32,3.119,64,86,109,137,164,170,194,227,253,277,0.155,827.24,64,5.707,6.538,7.399,8.251,9.118,9.979,10.851,11.718,12.593,0.99,0.62,2.24,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,0,0,6,0,42.796,1.183,18.958,0.727,138.075,144.429,0.57,0.328,0.178,0.1,95,11291.81,33,0.104,14,156.423,18,45.21,0,0,340.413,47.311,24.043,14.152,76,61483,89751,41.956,34.369,60,128,0,472,10,2066,98,9792,738,48548,9.864,128.85,81.13,134.33,76.16,0,0,0,81,186,0,0,0,111,0,0,0,0,632.99,3.566,271.849,233.659,139.44,206.156,369,4.248,8,8,0,0,382,488.267,14648,8.276,127751,13189.03,13220.52,13189.92,18103.44,17050.72,0.154,48.092,300,704,345,665,-53.27136235,0,12,130,0,0,0,0,0,0,0,0,0,0,0,18,64,134,2,48,5,6,0,0,0,12,2,10,0,3,0,0,11,1,19,2,6,0,70,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,60,0,0,0,0,0,276.455,4.344,4.754,5.109,5.444,5.797,5.65,5.798,6.048,6.188,6.302,3_1,264,34032,380638,53.27136235
150,15.754,5.903,235.856,6.61,0.262,144,61.136,1.022,3,10,1,0,2,6,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,8191,123.164,2020,0,840.446,0,0,125.394,491.578,0,252.071,0,1.946,95.286,132,961,-137.3735046,-88.98529053,0,0,67554,155322,2.003,18,34,0,0,2,0,12,0,0,0,1.858,126.128,336.092,0.019,89664,3.179,1.464,1.649,1.645,1.649,1.187,1.262,379.082,1.132,2.434,7.735,83.701,2.269,65,88,113,143,173,182,207,242,273,291,0.156,839.2,65,5.727,6.564,7.431,8.289,9.161,10.028,10.904,11.776,12.654,1,0.63,2.29,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,1,0,6,0,91.597,1.356,18.621,0.818,141.433,145.256,0.57,0.332,0.181,0.102,99,11897.39,34,0.115,15,159.115,19,45.905,0,0,353.775,47.745,23.79,13.595,79.5,65139,99161,42.361,36.723,61,130,0,482,10,2128,98,10226,738,51580,9.836,126.41,80.06,139.83,75.48,0,0,0,81,231,0,0,0,162,0,0,0,0,656.344,3.567,272.674,257.648,148.67,208.534,375,4.585,8,8,0,0,394,509.279,15533,8.488,174734,13731.03,13763.18,13732.02,18915.35,17816.43,0.154,48.83,306,766,354,717,-48.38821407,0,17,127,0,0,0,0,0,0,0,0,0,0,0,23,65,131,3,48,5,7,0,0,0,16,4,12,0,3,0,0,6,0,14,1,6,0,66,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,4,0,0,0,0,1,0,61,0,0,0,0,0,349.245,4.388,4.852,5.288,5.719,6.182,6.263,6.551,6.908,7.207,7.074,3_1,267,36452,426560,48.38821407
151,16.274,7.487,242.331,6.53,0.273,110,62.133,1.036,3,12,1,0,1,5,0,4,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,6,0,0,8442,125.195,2125,0,898.655,0,0,134.376,549.287,0,0,0,1.881,92.584,133,1009,-144.9451294,-84.10520172,0,0,71047,158092,2.012,20,32,0,0,2,0,14,0,0,0,1.879,127.337,341.621,-0.004,95390,3.213,1.461,1.629,1.625,1.629,1.18,1.254,387.269,0.936,2.382,7.864,89.478,3.226,66,88,111,138,163,167,190,221,247,274,0.156,849.24,66,5.733,6.561,7.418,8.265,9.128,9.984,10.851,11.714,12.585,0.99,0.63,2.26,0.6,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,0,0,6,0,54.587,1.225,19.519,0.909,148.275,144.449,0.568,0.327,0.177,0.097,97,12761.79,33,0.119,16,160.588,18,48.94,0,0,355.16,48.511,24.946,14.79,81,68423,102447,43.342,35.151,62,132,0,484,10,2106,98,9924,738,48922,9.864,128.97,82.36,140.17,77.57,0,0,0,81,186,0,0,0,111,0,0,0,0,693.023,3.739,278.15,242.118,139.44,210.239,390,4.644,10,8,1,0,406,526.161,16311,8.626,138372,14588.68,14622.49,14589.62,19859.44,18729.93,0.152,49.514,308,744,353,707,-60.83992768,-1,18,130,0,0,0,0,0,0,0,0,0,0,0,24,66,134,3,50,5,6,0,0,0,18,3,15,0,3,0,0,6,0,16,1,6,0,68,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,62,0,0,0,0,0,296.705,4.407,4.84,5.222,5.579,5.949,5.736,5.885,6.133,6.292,6.457,3_1,268,36925,421523,60.83992768
152,16.274,6.758,238.915,6.65,0.273,110,62.133,1.02,3,10,1,0,1,6,0,4,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,0,0,0,0,6,0,0,8442,125.195,2125,0,898.655,0,0,134.376,549.287,0,0,0,1.881,96.98,134,1009,-148.0478821,-127.4383545,0,0,71047,164732,2.012,18,34,0,0,2,0,12,0,0,0,1.879,127.337,341.621,0.012,95390,3.213,1.461,1.647,1.643,1.647,1.137,1.215,387.269,0.936,2.438,7.808,89.478,2.627,66,88,111,138,163,167,190,221,247,274,0.156,851.21,66,5.733,6.561,7.418,8.265,9.128,9.984,10.851,11.714,12.585,1,0.63,2.29,0.6,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,0,1,8,0,54.587,1.225,19.481,0.909,172.135,175.047,0.568,0.327,0.177,0.097,97,12761.79,33,0.121,16,160.588,18,48.94,0,0,352.405,48.473,24.918,14.77,81,68423,104607,43.342,35.151,62,132,0,484,10,2106,98,9924,738,48922,9.864,127.41,81.06,142.17,76.48,0,0,0,81,231,0,0,0,162,0,0,0,0,693.023,3.739,278.464,242.118,148.67,210.239,390,4.644,12,12,1,1,406,526.161,16311,8.626,138372,14408.43,14444.71,14409.83,20724.81,19417.67,0.152,49.514,308,776,353,731,-20.60952761,0,18,128,0,0,0,0,0,0,0,0,0,1,0,24,66,132,3,49,5,6,0,0,0,18,3,15,0,3,0,0,6,0,14,1,6,0,66,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,62,0,0,0,0,0,296.705,4.407,4.84,5.222,5.579,5.949,5.736,5.885,6.133,6.292,6.457,3_1,269,36925,421523,20.60952761
153,15.806,7.819,243.287,6.45,0.258,145,62.134,1.052,4,13,1,0,1,5,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,8746,125.166,2057,0,873.893,0,0,129.479,499.463,0,255.576,0,1.96,92.883,133,980,-148.6360931,-124.4776459,0,0,70317,152369,2.003,25,29,0,0,2,0,14,0,0,0,1.86,128.092,343.451,-0.004,94278,3.181,1.471,1.651,1.647,1.65,1.203,1.277,386.937,1.217,2.379,7.879,87.017,3.294,66,89,114,144,174,184,210,246,277,297,0.155,851.26,66,5.74,6.575,7.44,8.297,9.168,10.034,10.909,11.781,12.659,0.99,0.63,2.25,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,0,0,8,0,90.977,1.35,19.31,0.818,158.994,167.229,0.569,0.33,0.179,0.1,100,12478.03,34,0.118,16,161.686,19,47.773,0,0,363.16,48.767,24.55,14.123,80.5,67893,100341,43.054,37.14,62,132,0,488,10,2148,98,10296,738,51832,9.836,130.85,83.13,139.33,78.16,0,0,0,81,186,0,0,0,111,0,0,0,0,677.613,3.547,280.362,259.689,139.44,210.603,382,4.585,12,12,1,1,406,523.065,16215,8.575,179985,14407.87,14440.62,14408.79,19518.18,18423.41,0.152,49.436,310,738,358,709,-24.15844723,0,17,132,0,0,0,0,0,0,0,0,0,0,0,23,66,136,3,50,5,7,0,0,0,16,4,12,0,4,0,0,6,0,17,1,6,0,70,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,4,0,0,0,0,0,0,62,0,0,0,0,0,350.666,4.401,4.86,5.293,5.722,6.184,6.267,6.556,6.913,7.21,7.081,3_1,270,37837,444761,24.15844723
154,15.859,7.618,249.425,6.7,0.333,110,64.134,1.009,3,10,1,0,1,5,0,4,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,6,0,0,9668,130.053,2162,0,915.282,0,0,134.959,680.405,0,260.853,0,1.944,93.969,137,1015,-124.8402252,-84.89220428,0,0,77900,174901,2.037,18,34,0,0,2,0,12,0,0,0,1.901,134.308,362.529,-0.016,101543,3.169,1.32,1.494,1.491,1.494,1.088,1.155,401.96,0.918,2.442,8.089,89.074,3.403,69,94,121,154,188,197,227,270,307,333,0.151,871.24,69,5.79,6.629,7.497,8.355,9.228,10.095,10.971,11.842,12.72,0.99,0.64,2.26,0.61,0,0,0,0,0,6,0,0,0,7,2,7,2,2,0,0,6,0,0,7,0,95.452,1.355,17.977,0.818,175.711,183.259,0.574,0.333,0.181,0.102,104,13277.14,38,0.104,14,169.686,20,45.314,0,0,374,48.418,23.763,13.503,86.5,74021,111309,45.539,35.813,64,138,0,514,10,2280,98,10978,738,55338,11.628,129.08,83.6,144.5,78.97,0,0,0,81,186,0,0,0,111,0,0,0,0,867.505,3.514,255.667,268.845,139.44,216.128,393,4.907,10,10,0,0,430,544.063,17410,8.636,217542,15320.56,15355.71,15321.53,20799.11,19624.97,0.148,50.558,326,786,378,763,-39.94802092,0,23,130,0,0,0,0,0,0,0,0,0,0,0,29,69,135,4,52,6,8,0,0,0,22,5,17,0,3,0,0,6,0,14,1,6,0,66,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,2,4,0,0,0,0,0,0,64,0,0,0,0,0,364.297,4.472,4.959,5.411,5.856,6.33,6.376,6.669,7.034,7.336,7.255,3_1,273,41170,494113,39.94802092
155,15.859,8.223,250.557,6.45,0.246,110,64.134,1.051,3,15,2,0,1,5,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,9668,130.053,2162,0,915.282,0,0,134.959,680.405,0,260.853,0,1.944,94.772,137,1015,-147.1220703,-108.0392456,0,0,77900,163612,2.037,28,29,0,0,2,0,13,0,0,0,1.901,134.308,362.529,-0.016,101543,3.169,1.32,1.479,1.475,1.479,1.08,1.146,401.96,0.918,2.372,8.159,89.074,3.604,69,94,121,154,188,197,227,270,307,333,0.151,877.3,69,5.79,6.629,7.497,8.355,9.228,10.095,10.971,11.842,12.72,0.99,0.63,2.21,0.59,0,0,0,0,0,6,0,0,0,7,2,7,2,1,0,0,6,0,0,7,0,86.583,1.322,18.687,0.818,167.863,174.053,0.574,0.333,0.181,0.102,104,13277.14,38,0.099,14,169.686,20,45.314,0,0,374,49.18,24.317,13.881,83.5,74021,107689,45.539,35.813,64,138,0,514,10,2280,98,10978,738,55338,11.628,134.73,85.89,141.67,80.76,0,0,0,81,186,0,0,0,111,0,0,0,0,867.505,3.514,262.793,268.845,139.44,216.128,393,4.585,12,12,1,1,430,544.063,17410,8.636,217542,15503.56,15538.71,15504.53,20982.11,19807.97,0.148,50.558,326,754,378,729,-39.08282469,0,17,136,0,0,0,0,0,0,0,0,0,0,0,23,69,141,3,52,6,8,0,0,0,16,4,12,0,3,0,0,11,1,19,2,6,0,72,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,2,4,0,0,0,0,0,0,64,0,0,0,0,0,355.428,4.437,4.898,5.328,5.755,6.214,6.295,6.583,6.941,7.239,7.122,3_1,274,41170,494113,39.08282469
156,15.859,6.454,248.105,6.56,0.246,110,64.134,1.032,3,12,2,0,1,7,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,9668,130.053,2162,0,915.282,0,0,134.959,680.405,0,260.853,0,1.944,98.631,138,1015,-131.0856323,-88.4154129,0,0,77900,172260,2.037,18,33,0,0,2,0,17,0,0,0,1.901,134.308,362.529,-0.001,101543,3.169,1.32,1.48,1.476,1.48,1.076,1.143,401.96,0.918,2.404,8.128,89.074,2.739,69,94,121,154,188,197,227,270,307,333,0.151,879.27,69,5.79,6.629,7.497,8.355,9.228,10.095,10.971,11.842,12.72,0.99,0.63,2.24,0.59,0,0,0,0,0,6,0,0,0,7,2,7,2,2,0,0,6,1,0,7,0,86.583,1.322,18.651,0.818,166.011,170.381,0.574,0.333,0.181,0.102,104,13277.14,38,0.101,14,169.686,20,45.314,0,0,372,49.142,24.29,13.862,83.5,74021,110461,45.539,35.813,64,138,0,514,10,2280,98,10978,738,55338,11.628,133.18,84.58,143.67,79.68,0,0,0,81,243,0,0,0,174,0,0,0,0,867.505,3.514,263.997,268.845,148.67,216.128,393,4.585,10,10,0,0,430,544.063,17410,8.636,217542,15486.31,15521.7,15487.34,21060.13,19869.98,0.148,50.558,326,786,378,745,-42.6702194,0,17,134,0,0,0,0,0,0,0,0,0,0,0,23,69,139,3,51,6,8,0,0,0,16,4,12,0,3,0,0,8,1,16,2,6,0,70,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,2,4,0,0,0,0,1,0,64,0,0,0,0,0,355.428,4.437,4.898,5.328,5.755,6.214,6.295,6.583,6.941,7.239,7.122,3_1,275,41170,494113,42.6702194
157,16.606,8.395,258.781,6.61,0.324,110,66.129,1.023,3,12,1,0,1,5,0,4,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,6,0,0,11086,134.05,2334,0,994.046,0,0,143.671,721.497,0,269.173,0,1.951,94.636,141,1096,-136.3222351,-113.5197067,0,0,85794,188983,2.036,20,34,0,0,2,0,14,0,0,0,1.904,137.682,374.964,-0.028,115795,3.217,1.309,1.472,1.469,1.472,1.082,1.147,418.893,0.901,2.416,8.127,99.176,3.708,71,96,123,155,187,194,223,264,301,329,0.152,899.3,71,5.814,6.65,7.514,8.368,9.236,10.099,10.971,11.839,12.713,0.99,0.64,2.23,0.6,0,0,0,0,0,6,0,0,0,8,2,8,2,2,0,0,6,0,0,6,0,96.683,1.349,19.229,0.909,156.628,162.084,0.572,0.332,0.18,0.099,106,14863.08,38,0.113,16,173.892,20,49.052,0,0,386.175,50.375,25.194,14.481,88.5,81557,121437,46.926,36.564,66,142,0,526,10,2320,98,11110,738,55712,11.628,134.85,87.13,147.5,82.16,0,0,0,81,186,0,0,0,111,0,0,0,0,942.748,3.615,268.39,276.977,139.44,220.204,414,4.907,10,12,0,1,454,581.97,19205,8.953,232444,17010.25,17047.81,17011.29,22857.04,21603.54,0.146,51.917,334,794,386,771,-22.80252837,1,23,136,0,0,0,0,0,0,0,0,0,0,0,29,71,141,4,54,6,8,0,0,0,22,5,17,0,3,0,0,6,0,16,1,6,0,70,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,2,4,0,0,0,0,0,0,66,0,0,0,0,0,373.66,4.494,4.973,5.419,5.856,6.317,6.341,6.624,6.977,7.276,7.191,3_1,277,44395,541972,22.80252837
158,16.606,7.666,255.365,6.73,0.324,110,66.129,1.007,3,10,1,0,1,6,0,4,0,0,0,0,0,0,0,0,17,4,1,0,0,0,0,0,0,0,0,6,0,0,11086,134.05,2334,0,994.046,0,0,143.671,721.497,0,269.173,0,1.951,99.06,142,1096,-127.1068039,-80.7882309,0,0,85794,196227,2.036,18,36,0,0,2,0,12,0,0,0,1.904,137.682,374.964,-0.013,115795,3.217,1.309,1.488,1.484,1.487,1.045,1.114,418.893,0.901,2.471,8.072,99.176,3.113,71,96,123,155,187,194,223,264,301,329,0.152,901.27,71,5.814,6.65,7.514,8.368,9.236,10.099,10.971,11.839,12.713,0.99,0.64,2.27,0.61,0,0,0,0,0,6,0,0,0,8,2,8,2,2,0,0,6,0,1,6,0,96.683,1.349,19.193,0.909,147.481,153.95,0.572,0.332,0.18,0.099,106,14863.08,38,0.115,16,173.892,20,49.052,0,0,386.93,50.337,25.165,14.461,88.5,81557,123773,46.926,36.564,66,142,0,526,10,2320,98,11110,738,55712,11.628,133.29,85.82,149.5,81.08,0,0,0,81,231,0,0,0,162,0,0,0,0,942.748,3.615,268.768,276.977,148.67,220.204,414,4.907,10,10,0,0,454,581.97,19205,8.953,232444,16817,16857.19,16818.54,23784.82,22340.89,0.146,51.917,334,826,386,795,-46.318573,0,23,134,0,0,0,0,0,0,0,0,0,1,0,29,71,139,4,53,6,8,0,0,0,22,5,17,0,3,0,0,6,0,14,1,6,0,68,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,2,4,0,0,0,0,0,0,66,0,0,0,0,0,373.66,4.494,4.973,5.419,5.856,6.317,6.341,6.624,6.977,7.276,7.191,3_1,278,44395,541972,46.318573
159,15.232,4.465,209.522,6.8,0.2,131,56.143,1.001,4,8,1,0,1,5,1,4,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,6,0,0,5634,113.026,1812,0,692.71,0,0,243.92,306.54,219.304,0,0,1.713,95.463,123,853,-144.1728821,-117.4648209,0,0,54872,135456,2.003,16,25,2,0,2,0,13,0,0,0,1.846,115.67,298.368,0.073,68888,3,1.425,1.612,1.607,1.612,1.117,1.195,340.359,1.012,2.364,7.509,71.188,1.667,60,83,107,135,157,169,194,228,247,274,0.163,775.06,60,5.659,6.503,7.376,8.237,9.114,9.983,10.862,11.735,12.616,1,0.63,2.36,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,0,2,7,0,52.016,1.226,15.897,0.727,148.255,153.899,0.579,0.338,0.181,0.096,91,9358.299,34,0.093,11,145.304,19,38.7,0,0,319.212,43.307,20.557,11.633,72,52540,83019,38.895,34.564,56,120,0,452,20,2010,196,9676,1458,48750,9.648,114.2,71.47,132.33,67.6,0,0,0,81,306,0,0,0,243,0,0,0,0,560.81,3.66,238.825,230.328,157.9,198.085,343,4.248,11,11,1,1,322,443.607,12421,8.066,137732,10932.66,10961.59,10933.59,15652.62,14655.87,0.16,45.757,286,758,333,709,-26.7080612,0,12,114,0,0,0,0,0,0,0,0,0,2,0,18,60,118,2,42,5,7,0,0,0,12,4,8,0,4,0,0,6,0,12,1,6,0,58,14,2,0,0,6,8,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,2,4,0,0,0,0,0,0,56,0,0,0,0,0,282.344,4.29,4.745,5.142,5.509,5.882,5.872,6.059,6.336,6.42,6.591,3_1,289,29629,331879,26.7080612
160,15.232,3.737,206.106,6.94,0.2,131,56.143,0.983,4,6,1,0,1,6,1,4,0,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,6,0,0,5634,113.026,1812,0,692.71,0,0,243.92,306.54,219.304,0,0,1.713,99.7,124,853,-130.9784088,-96.35528564,0,0,54872,141840,2.003,14,27,2,0,2,0,11,0,0,0,1.846,115.67,298.368,0.091,68888,3,1.425,1.633,1.628,1.633,1.072,1.153,340.359,1.012,2.419,7.496,71.188,1.066,60,83,107,135,157,169,194,228,247,274,0.163,777.03,60,5.659,6.503,7.376,8.237,9.114,9.983,10.862,11.735,12.616,1.01,0.63,2.4,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,0,3,7,0,52.016,1.226,15.862,0.727,154.68,160.869,0.579,0.338,0.181,0.096,91,9358.299,34,0.095,11,145.304,19,38.7,0,0,317.212,43.269,20.53,11.614,72,52540,84935,38.895,34.564,56,120,0,452,20,2010,196,9676,1458,48750,9.648,112.65,70.16,134.33,66.51,0,0,0,81,351,0,0,0,323,0,0,0,0,560.81,3.66,238.943,230.328,167.13,198.085,343,4.248,11,11,1,1,322,443.607,12421,8.066,137732,10771.91,10803.03,10773.25,16424.36,15269.22,0.16,45.757,286,790,333,733,-34.62312316,0,12,112,0,0,0,0,0,0,0,0,0,3,0,18,60,116,2,41,5,7,0,0,0,12,4,8,0,4,0,0,6,0,10,1,6,0,56,15,2,0,0,6,9,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,2,4,0,0,0,0,0,0,56,0,0,0,0,0,282.344,4.29,4.745,5.142,5.509,5.882,5.872,6.059,6.336,6.42,6.591,3_1,290,29629,331879,34.62312316
161,14.707,4.09,216.438,6.76,0.194,164,58.145,1.005,5,8,2,0,1,5,1,4,0,0,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,0,6,0,0,6092,116.894,1802,0,738.504,0,0,251.803,305.227,224.45,0,0,1.496,101.026,127.5,853,-154.7354431,-117.318573,0,0,57406,142246,1.993,21,22,2,2,2,0,12,0,0,0,1.832,120.976,317.809,0.074,70851,2.8,1.489,1.686,1.681,1.686,1.166,1.247,353.827,1.114,2.348,7.667,69.075,1.133,62,86,110,141,167,181,207,246,271,300,0.153,804.11,62,5.694,6.535,7.412,8.274,9.153,10.024,10.906,11.781,12.665,1,0.62,2.36,0.59,0,0,0,0,0,6,0,0,1,7,2,7,2,1,0,0,6,0,2,8,0,49.005,1.213,16.676,0.636,157.147,164.737,0.579,0.332,0.181,0.1,94,9887.435,35,0.098,12,152.636,20,42.246,0,0,335.763,45.206,21.396,12.33,74,55268,87447,39.994,36.978,58,124,0,468,20,2080,196,10012,1458,50494,9.648,119.19,74.23,136.67,70.19,0,0,0,138,402,0,0,0,243,0,0,0,0,572.753,3.263,259.397,230.245,170.79,202.443,348,4.248,13,11,1,0,296,453.035,13138,7.948,144480,11559.58,11590.77,11560.58,16588.95,15528.35,0.158,46.669,296,784,344,732,-37.4168701,-1,12,119,0,0,0,0,0,0,0,0,0,2,0,18,62,123,1,43,5,7,0,0,0,11,3,3,0,5,0,0,6,0,12,2,6,0,61,15,2,0,0,7,8,0,0,0,0,1,1,0,0,2,2,1,0,0,0,0,0,2,4,0,0,0,0,0,0,58,0,0,0,0,0,279.25,4.317,4.771,5.159,5.537,5.92,5.925,6.117,6.405,6.519,6.685,3_1,298,31778,354177,37.4168701
162,15.254,5.697,223.196,6.64,0.19,164,59.141,1.02,5,9,2,0,1,5,1,4,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,6,0,0,6471,118.893,1903,0,775.417,0,0,259.323,319.468,229.915,0,0,1.657,99.107,129,900,-142.8308411,-121.6022491,0,0,60935,144875,1.993,23,25,2,0,2,0,12,0,0,0,1.834,122.658,323.627,0.049,77284,2.977,1.476,1.663,1.658,1.663,1.161,1.24,362.36,1.104,2.322,7.687,74.635,2.162,63,87,111,142,167,180,205,244,267,300,0.155,817.15,63,5.707,6.547,7.421,8.281,9.159,10.028,10.908,11.782,12.664,1,0.62,2.32,0.59,0,0,0,0,0,6,0,0,0,7,2,7,2,2,0,0,6,0,2,8,0,50.784,1.215,17.362,0.727,164.157,169.194,0.578,0.332,0.18,0.099,95,10595.86,35,0.102,13,154.721,20,44.128,0,0,339.076,46.252,22.147,12.843,75,58645,90904,40.687,37.419,59,126,0,474,20,2100,196,10082,1458,50736,9.648,122.85,76.75,137.17,72.39,0,0,0,81,306,0,0,0,243,0,0,0,0,603.721,3.492,265.311,236.002,157.9,204.498,363,4.248,11,11,0,0,337,472.678,13944,8.15,150442,12335.84,12367.62,12336.85,17505.22,16412.53,0.157,47.427,300,772,348,724,-21.228592,0,12,123,0,0,0,0,0,0,0,0,0,2,0,18,63,127,2,45,5,7,0,0,0,12,4,8,0,5,0,0,6,0,13,2,6,0,64,14,2,0,0,6,8,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,2,4,0,0,0,0,0,0,59,0,0,0,0,0,286.786,4.331,4.779,5.165,5.541,5.917,5.908,6.086,6.369,6.459,6.639,3_1,299,33159,373719,21.228592
