,AECC,ALOGP,AMR,AMW,ARR,BAC,BID,BLI,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,CENT,CID,CSI,Cl-089,D/D,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,DECC,DELS,Dz,ECC,Es_o,Es_w,F-083,F-084,GMTI,GMTIV,GNar,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,HNar,Har,Har2,Hy,HyDp,ICR,J,JhetZ,Jhete,Jhetm,Jhetp,Jhetv,LPRS,Lop,MAXDN,MAXDP,MDDD,MLOGP,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,MSD,MW,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,Me,Mp,Ms,Mv,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,NAcc,NDon,NumAcc,NumDon,NumHbonds_oct,O-056,O-057,O-058,O-059,O-060,OAcc,ODon,PCD,PCR,PHI,PJI2,PSA_o,PSA_w,PW2,PW3,PW4,PW5,Pol,QW,Qindex,RBF,RBN,RHyDp,Ram,Rww,S-107,S-110,S0K,S1K,S2K,S3K,SCBO,SMTI,SMTIV,SNar,SPI,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,STN,Se,Sp,Ss,Sv,T(F..F),T(N..Cl),T(N..F),T(N..N),T(N..O),T(N..S),T(O..Cl),T(O..F),T(O..O),T(O..S),T(S..Cl),T(S..F),T(S..S),TI1,TI2,TIE,TPC,TPSA(Tot),TWC,UNIP,Ui,UnsatAcc_octanol,UnsatAcc_water,UnsatDon_octanol,UnsatDon_water,VAR,VDA,W,WA,Wap,WhetZ,Whete,Whetm,Whetp,Whetv,Xt,Xu,ZM1,ZM1V,ZM2,ZM2V,dEs,dHB_w-o,nAB,nAT,nArCN,nArCO,nArCONHR,nArCONR2,nArCOOH,nArNH2,nArNR2,nArOCON,nArOH,nArOR,nArX,nBM,nBO,nBT,nBnz,nC,nCIC,nCIR,nCL,nCONN,nCRX3,nCar,nCb-,nCbH,nCconj,nCp,nCq,nCrq,nCrs,nCrt,nCs,nCt,nDB,nF,nH,nHAcc,nHDon,nImidazoles,nIsoxazoles,nN,nO,nOHp,nOHs,nOHt,nPyrazoles,nPyridines,nPyrrolidines,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nR=Cs,nR=Ct,nRCO,nRCONHR,nRCONR2,nRCOOR,nRNHR,nRNR2,nROH,nROR,nS,nSK,nSO2N,nTB,nThiophenes,nTriazoles,nX,piID,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,set,title,w,ww,|dEs|
46,19.291,6.318,192.183,7.82,0.31,207,55.122,0.912,3,3,1,0,1,4,0,3,0,0,0,2,0,0,0,0,11,3,4,0,0,0,0,0,0,0,0,1,2,0,8416,109.872,2210,0,846.684,0,0,0,535.582,0,0,0,3.382,118.035,127.5,1061,-107.135,-115.213,6,0,59756,224168,1.935,5,25,0,0,4,0,10,1,0,0,1.755,109.783,274.935,1.318,97877,3.639,1.407,1.687,1.682,1.688,1.119,1.205,341.834,0.942,5.789,7.356,98.822,3.356,58,83,99,118,145,161,179,196,204,218,0.203,781.88,58,5.645,6.472,7.351,8.196,9.073,9.927,10.805,11.662,12.54,1.03,0.63,2.88,0.6,0,0,0,0,0,5,0,0,0,5,3,11,4,4,1,0,3,1,1,6,1,66.812,1.307,15.281,1,113.155,123.994,0.595,0.33,0.159,0.087,90,11103.73,34,0.068,7,136.653,20,55.724,0,0,300.465,43.711,19.227,12.758,70,58386,113958,36.293,40.768,55,116,0,448,0,2030,0,9880,0,50046,8.002,102.87,62.89,158.5,60.45,234,0,390,72,201,0,0,522,119,0,0,0,0,512.222,6.782,267.708,217.919,132.47,194.672,360,4.459,4,9,0,3,393,513.018,14108,9.5,131644,11705.15,11742.37,11695.16,17851.21,16521.28,0.166,46.477,282,956,323,805,8.078,3,18,100,0,0,0,1,0,0,0,0,0,1,0,21,58,103,3,38,4,5,0,2,2,18,7,11,1,6,0,0,5,1,6,1,3,6,45,17,4,0,0,5,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55,0,0,0,0,6,284.731,4.263,4.783,5.208,5.66,6.135,6.285,6.538,6.661,6.695,6.918,2,212,25908,277899,8.078
47,15.787,4.744,179.459,7.68,0.34,103,47.149,1.073,3,3,1,0,1,4,0,3,0,0,0,0,0,0,0,0,9,1,4,0,0,0,1,0,1,0,0,1,1,0,5023,94.399,1559,0,554.656,0,0,131.722,272.294,0,0,0,2.464,81.591,104.5,742,-126.784,-137.466,0,1,36615,98185.55,1.976,5,23,1,0,3,0,10,1,0,0,1.814,94.004,226.585,0.741,47648,3.379,1.482,1.853,1.768,1.853,1.232,1.286,275.606,0.83,4.647,7.289,63.811,2.038,50,70,88,106,126,136,150,165,186,199,0.193,690.94,50,5.485,6.323,7.195,8.053,8.928,9.795,10.673,11.544,12.423,1.01,0.65,2.51,0.61,0,1,0,0,0,3,0,0,0,4,2,12,3,1,1,0,4,1,1,7,1,60.895,1.328,13.463,0.909,131.371,137.591,0.586,0.341,0.171,0.091,77,6610.619,29,0.086,8,116.726,16,41.295,1,1,255.066,37.072,17.069,10.125,62.5,35453,58519.89,32.016,30.061,47,100,0,380,10,1708,84,8316,558,42400,7.82,91.04,58.67,117.92,54.8,0,0,41,39,185,69,0,100,168,104,0,38,0,355.283,5.088,186.921,185.518,174.13,177.418,253,4.459,10,12,2,3,317,359.872,8457,7.823,71470,6695.592,7046.573,6694.482,10159.89,9739.787,0.177,40.523,240,658.889,278,539.667,10.682,1,17,90,0,0,0,1,0,0,0,0,0,1,1,21,50,93,2,33,4,5,0,1,0,16,5,7,1,4,0,0,5,1,6,1,4,1,43,12,3,0,0,4,7,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,47,1,0,1,0,1,246.413,4.151,4.694,5.135,5.573,5.943,6.073,6.245,6.402,6.599,6.826,2,213,17639,173483,10.682
48,13.234,1.856,177.132,6.56,0.122,159,47.16,1.041,5,7,1,0,1,5,0,4,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,6,0,0,3249,93.367,1280,0,478.739,0,0,98.907,134.222,0,0,0,1.588,84.333,103.5,622,-110.920639,-91.81417847,0,0,31244,77825,1.924,14,19,0,2,2,0,16,0,0,0,1.752,94.058,232.433,0.137,37059,2.868,1.953,2.19,2.184,2.19,1.5,1.608,271.08,1.186,2.319,6.994,44.141,0.253,49,67,85,104,119,124,138,152,162,170,0.169,655.94,49,5.451,6.286,7.154,8.01,8.882,9.747,10.622,11.492,12.368,1,0.61,2.43,0.58,0,0,0,0,0,6,0,0,1,6,2,6,2,2,0,0,6,0,0,7,0,27.245,1.151,15.123,0.7,154.804,158.53,0.576,0.339,0.179,0.097,77,5733.184,25,0.088,9,117.772,16,33.886,0,0,259.066,38.422,18.5,10.737,58,31111,49438,30.748,32.311,47,98,0,366,10,1616,98,7718,738,38568,6.28,100,61.28,114.33,57.78,0,0,0,138,249,0,0,0,111,0,0,0,0,207.521,3.156,257.312,181.026,152.33,176.011,255,3.7,9,11,0,1,225,324.128,7617,7.046,53992,6763.167,6782.579,6763.726,9785.435,9141.78,0.18,39.642,232,620,268,566,-19.10646053,1,6,100,0,0,0,0,0,0,0,0,0,0,0,12,49,102,0,34,3,4,0,0,0,5,0,0,0,5,0,0,6,0,11,1,6,0,53,13,2,0,0,7,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,47,0,0,0,0,0,208.271,4.078,4.483,4.818,5.098,5.389,5.253,5.384,5.591,5.694,5.82,3_1,7,19066,193356,19.10646053
49,13.896,3.463,183.89,6.43,0.12,159,48.155,1.059,5,8,1,0,1,5,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6,0,0,3636,95.367,1373,0,509.502,0,0,103.277,143.747,0,0,0,1.821,82.477,105,667,-120.2922058,-99.66073608,0,0,33819,79854,1.925,16,22,0,0,2,0,16,0,0,0,1.756,95.714,237.668,0.106,41653,3.053,1.927,2.149,2.143,2.148,1.491,1.595,279.442,1.174,2.293,7.013,49.469,1.324,50,68,86,105,119,123,136,151,160,170,0.172,668.98,50,5.468,6.301,7.166,8.02,8.89,9.752,10.625,11.493,12.367,1,0.61,2.39,0.58,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,0,0,7,0,27.879,1.149,15.861,0.8,149.504,156.578,0.574,0.338,0.178,0.096,78,6269.534,25,0.094,10,119.806,16,35.747,0,0,257.323,39.477,19.285,11.293,59,33619,51991,31.441,32.816,48,100,0,372,10,1636,98,7788,738,38810,6.28,103.66,63.8,114.83,59.98,0,0,0,81,186,0,0,0,111,0,0,0,0,222.302,3.587,264.731,186.76,139.44,178.082,267,3.7,11,11,1,1,258,342.75,8226,7.293,57128,7353.323,7373.161,7353.896,10477.23,9809.989,0.178,40.496,236,608,272,558,-20.63146972,0,6,104,0,0,0,0,0,0,0,0,0,0,0,12,50,106,1,36,3,4,0,0,0,6,1,5,0,5,0,0,6,0,12,1,6,0,56,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,48,0,0,0,0,0,214.639,4.094,4.494,4.826,5.104,5.384,5.218,5.318,5.517,5.572,5.724,3_1,9,20092,206918,20.63146972
50,13.354,0.818,179.973,6.44,0,184,48.156,1.068,5,9,1,0,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3598,95.134,1318,0,509.985,0,0,224.354,0,0,0,0,1.69,92.437,106.5,641,-124.3685608,-110.7654572,0,0,33542,82213,1.914,14,21,0,0,2,2,16,2,0,0,1.735,95.999,238.312,0.148,41134,2.911,1.936,2.151,2.144,2.151,1.448,1.557,279.222,1.184,2.338,7.001,48.578,0.106,50,69,88,107,116,123,137,153,163,171,0.171,675.98,50,5.476,6.315,7.186,8.045,8.918,9.784,10.659,11.529,12.406,1,0.6,2.47,0.57,0,0,0,0,0,7,0,0,0,6,2,6,2,2,0,0,7,0,0,7,0,9.524,1.051,15.796,0.7,153.367,158.986,0.579,0.344,0.179,0.092,78,6269.634,26,0.093,10,120.198,17,37.051,0,0,266.078,39.889,19.008,10.978,57,33399,52637,31.153,34.333,48,100,0,376,20,1660,196,7920,1422,39560,6.098,105.09,63.26,118.33,59.48,0,0,0,132,306,0,0,0,180,0,0,0,0,222.306,3.573,284.355,185.493,159.75,178.319,266,3,9,13,0,2,219,340.958,8183,7.254,56754,7348.661,7370.899,7349.303,10856.54,10107.7,0.179,40.43,238,636,276,570,-13.60310365,2,0,105,0,0,0,0,0,0,0,0,0,0,0,7,50,107,0,34,3,4,0,0,0,0,0,0,0,5,0,0,8,0,13,1,7,0,57,14,2,0,0,7,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,48,0,0,0,0,0,195.017,4.06,4.431,4.718,4.92,5.088,5.05,5.153,5.352,5.342,5.38,3_1,12,19999,204913,13.60310365
51,13.38,3.087,190.806,6.4,0.115,196,50.156,1.061,6,8,2,0,1,5,0,4,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,6,0,0,4062,99.234,1371,0,550.685,0,0,107.967,140.084,0,0,0,1.65,87.875,109.5,669,-139.5655518,-127.6587982,0,0,35893,84996,1.917,21,19,0,2,2,0,15,0,0,0,1.744,100.838,255.324,0.107,43524,2.875,2.022,2.257,2.25,2.257,1.563,1.672,292.678,1.266,2.277,7.282,49.309,0.79,52,71,89,111,129,135,149,169,182,190,0.161,698.03,52,5.509,6.34,7.21,8.065,8.939,9.804,10.68,11.551,12.429,1,0.61,2.38,0.57,0,0,0,0,0,6,0,0,1,7,2,7,2,2,0,0,6,0,0,8,0,27.477,1.144,16.662,0.7,160.403,166.643,0.574,0.331,0.179,0.1,81,6708.2,26,0.099,11,126.807,17,39.251,0,0,278.193,41.395,20.126,12.033,61,35885,55557,32.539,35.102,50,104,0,388,10,1706,98,8124,738,40554,6.28,108.65,66.56,119.17,62.57,0,0,0,138,249,0,0,0,111,0,0,0,0,228.526,3.009,290.869,190.309,152.33,182.528,272,3.7,11,11,0,0,240,353.24,8831,7.209,61338,7890.059,7911.81,7890.681,11270.63,10550.09,0.175,41.475,246,634,283,581,-11.90675358,0,6,109,0,0,0,0,0,0,0,0,0,0,0,12,52,111,0,37,3,4,0,0,0,5,0,0,0,6,0,0,6,0,12,2,6,0,59,13,2,0,0,7,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,50,0,0,0,0,0,217.785,4.127,4.527,4.85,5.145,5.446,5.318,5.437,5.666,5.78,5.908,3_1,18,21819,223593,11.90675358
52,14,4.694,197.564,6.29,0.113,196,51.152,1.078,6,9,2,0,1,5,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6,0,0,4631,101.233,1464,0,582.797,0,0,112.337,150.027,0,0,0,1.804,86.001,111,714,-146.3416443,-162.3865204,0,0,38632,87115,1.919,23,22,0,0,2,0,15,0,0,0,1.749,102.503,260.752,0.078,48401,3.042,1.999,2.22,2.214,2.219,1.555,1.662,301.061,1.254,2.251,7.319,54.373,1.849,53,72,90,112,129,134,147,167,178,190,0.164,711.07,53,5.525,6.354,7.222,8.074,8.946,9.809,10.684,11.552,12.429,0.99,0.61,2.35,0.57,0,0,0,0,0,6,0,0,0,7,2,7,2,2,0,0,6,0,0,8,0,28.1,1.143,17.412,0.8,165.016,172.112,0.573,0.33,0.178,0.099,82,7284.876,26,0.104,12,128.858,17,41.118,0,0,281.294,42.451,20.918,12.595,62,38557,58234,33.233,35.607,51,106,0,394,10,1726,98,8194,738,40796,6.28,112.32,69.08,119.67,64.77,0,0,0,81,186,0,0,0,111,0,0,0,0,243.398,3.39,298.662,196.101,139.44,184.595,281,3.7,11,13,0,1,279,371.804,9481,7.436,64735,8521.217,8543.39,8521.851,12005.83,11261.05,0.173,42.3,250,622,287,573,16.04487609,1,6,113,0,0,0,0,0,0,0,0,0,0,0,12,53,115,1,39,3,4,0,0,0,6,1,5,0,6,0,0,6,0,13,2,6,0,62,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,51,0,0,0,0,0,224.201,4.143,4.538,4.858,5.151,5.442,5.286,5.376,5.59,5.649,5.804,3_1,19,22937,238630,16.04487609
53,14,3.965,194.148,6.42,0.113,196,51.152,1.057,6,7,2,0,1,6,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6,0,0,4631,101.233,1464,0,582.797,0,0,112.337,150.027,0,0,0,1.804,90.256,112,714,-129.5026398,-108.6618423,0,0,38632,91847,1.919,21,24,0,0,2,0,13,0,0,0,1.749,102.503,260.752,0.098,48401,3.042,1.999,2.254,2.247,2.253,1.481,1.593,301.061,1.254,2.307,7.263,54.373,1.233,53,72,90,112,129,134,147,167,178,190,0.164,713.04,53,5.525,6.354,7.222,8.074,8.946,9.809,10.684,11.552,12.429,1,0.61,2.39,0.57,0,0,0,0,0,6,0,0,0,7,2,7,2,2,0,0,6,0,1,8,0,28.1,1.143,17.372,0.8,165.689,169.927,0.573,0.33,0.178,0.099,82,7284.876,26,0.106,12,128.858,17,41.118,0,0,279.294,42.413,20.889,12.574,62,38557,59810,33.233,35.607,51,106,0,394,10,1726,98,8194,738,40796,6.28,110.76,67.77,121.67,63.69,0,0,0,81,231,0,0,0,162,0,0,0,0,243.398,3.39,299.003,196.101,148.67,184.595,281,3.7,11,11,0,0,279,371.804,9481,7.436,64735,8376.717,8400.861,8377.717,12699.56,11812.4,0.173,42.3,250,654,287,597,-20.84079745,0,6,111,0,0,0,0,0,0,0,0,0,1,0,12,53,113,1,38,3,4,0,0,0,6,1,5,0,6,0,0,6,0,11,2,6,0,60,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,51,0,0,0,0,0,224.201,4.143,4.538,4.858,5.151,5.442,5.286,5.376,5.59,5.649,5.804,3_1,20,22937,238630,20.84079745
54,14.491,3.435,202.035,6.62,0.196,174,53.151,1.022,4,7,1,0,2,6,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,6,0,0,5089,106.261,1605,0,598.863,0,0,111.118,258.676,0,217.597,0,2.103,90.433,116,768,-138.4655609,-82.79278564,0,0,44081,105860,1.962,14,29,0,0,2,0,13,0,0,0,1.797,108.903,278.658,0.08,54163,3.241,1.683,1.908,1.903,1.908,1.341,1.431,315.835,1.288,2.412,7.459,56.248,1.164,56,77,100,127,153,163,184,212,234,243,0.161,735.04,56,5.587,6.431,7.307,8.173,9.054,9.928,10.81,11.688,12.571,1,0.62,2.37,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,1,0,7,0,69.608,1.316,16.127,1,150.036,149.618,0.573,0.339,0.185,0.105,89,7707.637,30,0.096,11,137.061,18,37.241,0,0,299.58,42.225,20.242,11.252,67.5,43164,67247,35.717,35.053,53,112,0,420,10,1876,98,9124,738,46582,8.044,110.88,69.01,125.67,65.09,0,0,0,81,231,0,0,0,162,0,0,0,0,368.613,3.427,257.002,220.35,148.67,190.55,297,4.17,11,9,1,0,279,393.019,10415,7.558,112799,9141.116,9164.439,9141.869,12948.41,12144.57,0.167,43.531,266,694,310,639,-55.67277526,-1,11,111,0,0,0,0,0,0,0,0,0,0,0,17,56,114,2,40,4,6,0,0,0,10,3,7,0,4,0,0,6,0,11,1,6,0,58,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,2,4,0,0,0,0,1,0,53,0,0,0,0,0,289.959,4.227,4.687,5.119,5.545,6.009,6.162,6.468,6.836,7.137,6.967,3_1,27,26174,289279,55.67277526
55,14.185,5.018,208.509,6.54,0.211,136,54.148,1.039,4,9,1,0,1,5,0,4,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,6,0,0,5790,108.293,1600,0,647.031,0,0,120.1,300.876,0,0,0,1.903,87.79,117,766,-145.4460907,-112.5996017,0,0,46638,107814,1.973,16,27,0,0,2,0,15,0,0,0,1.82,110.112,283.942,0.053,57586,3.07,1.685,1.884,1.879,1.884,1.338,1.426,323.653,1.089,2.36,7.588,61.062,2.141,57,77,98,122,143,148,167,191,208,226,0.159,745.08,57,5.595,6.428,7.292,8.146,9.016,9.879,10.752,11.62,12.496,1,0.63,2.33,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,2,0,0,6,0,0,7,0,50.996,1.233,17.019,0.8,152.846,155.05,0.571,0.334,0.18,0.099,87,8397.719,29,0.103,12,138.532,17,40.229,0,0,300.764,42.994,21.376,12.388,69,45587,69667,36.698,33.778,54,114,0,422,10,1854,98,8822,738,43924,8.072,113.43,71.32,126,67.17,0,0,0,81,186,0,0,0,111,0,0,0,0,394.375,3.232,263.029,219.265,139.44,192.225,300,4.248,9,9,0,0,300,407.222,10995,7.683,88677,9795.104,9819.623,9795.802,13640.44,12818.12,0.165,44.231,268,672,309,629,-32.84648895,0,12,114,0,0,0,0,0,0,0,0,0,0,0,18,57,117,2,42,4,5,0,0,0,12,2,10,0,4,0,0,6,0,13,1,6,0,60,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,54,0,0,0,0,0,270.262,4.248,4.673,5.04,5.376,5.725,5.558,5.717,5.971,6.108,6.248,3_1,28,26653,288551,32.84648895
56,14.185,4.29,205.093,6.67,0.211,136,54.148,1.02,4,7,1,0,1,6,0,4,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,6,0,0,5790,108.293,1600,0,647.031,0,0,120.1,300.876,0,0,0,1.903,92.136,118,766,-150.6598358,-139.3395844,0,0,46638,113038,1.973,14,29,0,0,2,0,13,0,0,0,1.82,110.112,283.942,0.071,57586,3.07,1.685,1.911,1.906,1.911,1.277,1.371,323.653,1.089,2.416,7.532,61.062,1.53,57,77,98,122,143,148,167,191,208,226,0.159,747.05,57,5.595,6.428,7.292,8.146,9.016,9.879,10.752,11.62,12.496,1,0.63,2.37,0.59,0,0,0,0,0,6,0,0,0,6,2,6,2,1,0,0,6,0,1,9,0,50.996,1.233,16.981,0.8,162.487,168.304,0.571,0.334,0.18,0.099,87,8397.719,29,0.104,12,138.532,17,40.229,0,0,298.764,42.955,21.348,12.368,69,45587,71355,36.698,33.778,54,114,0,422,10,1854,98,8822,738,43924,8.072,111.88,70.01,128,66.09,0,0,0,81,231,0,0,0,162,0,0,0,0,394.375,3.232,263.245,219.265,148.67,192.225,300,4.248,13,13,1,1,300,407.222,10995,7.683,88677,9640.854,9667.47,9641.95,14380.97,13406.67,0.165,44.231,268,704,309,653,-11.32025145,0,12,112,0,0,0,0,0,0,0,0,0,1,0,18,57,115,2,41,4,5,0,0,0,12,2,10,0,4,0,0,6,0,11,1,6,0,58,13,2,0,0,6,7,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,54,0,0,0,0,0,270.262,4.248,4.673,5.04,5.376,5.725,5.558,5.717,5.971,6.108,6.248,3_1,29,26653,288551,11.32025145
57,13.944,2.374,204.592,6.54,0.105,159,54.149,1.047,4,10,1,0,1,7,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,7,0,0,5746,108.061,1571,0,647.443,0,0,251.446,144.657,0,0,0,1.765,98.111,118.5,753,-150.5834961,-139.4494324,0,0,46319,110525,1.963,14,26,0,0,2,2,15,2,0,0,1.8,110.403,284.629,0.09,56992,3.026,1.692,1.886,1.881,1.886,1.304,1.396,323.439,1.103,2.405,7.556,60.178,0.936,57,78,100,124,140,148,168,193,211,228,0.159,752.08,57,5.602,6.441,7.31,8.168,9.041,9.907,10.782,11.653,12.529,1,0.62,2.4,0.58,0,0,0,0,0,7,0,0,0,6,2,6,2,1,0,0,7,0,0,9,0,33.183,1.152,16.964,0.8,176.587,177.061,0.575,0.34,0.181,0.096,87,8397.619,30,0.102,12,138.937,18,41.534,0,0,304.764,43.404,21.106,12.086,67,45335,70401,36.411,35.461,54,114,0,426,20,1878,196,8954,1422,44674,7.89,114.86,70.78,129.5,66.68,0,0,0,132,306,0,0,0,180,0,0,0,0,394.371,3.222,281.432,218.023,159.75,192.434,299,3.807,13,15,1,2,257,405.407,10946,7.649,88204,9789.271,9816.517,9790.05,14071.94,13156.67,0.166,44.175,270,700,313,641,-11.13406373,1,6,115,0,0,0,0,0,0,0,0,0,0,0,13,57,118,1,40,4,5,0,0,0,6,1,5,0,4,0,0,8,0,14,1,7,0,61,14,2,0,0,7,7,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,54,0,0,0,0,0,251.206,4.22,4.62,4.954,5.24,5.523,5.442,5.609,5.87,5.978,6.05,3_1,32,26548,286150,11.13406373
58,14.518,5.149,215.604,6.73,0.283,136,56.149,1.007,4,7,1,0,1,5,0,4,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,6,0,0,6188,113.151,1723,0,661.266,0,0,120.683,411.632,0,226.379,0,2.036,89.193,121,813,-124.8522949,-120.5518036,0,0,52231,121683,2.003,14,29,0,0,2,0,13,0,0,0,1.846,116.982,303.551,0.037,62839,3.225,1.484,1.691,1.687,1.691,1.208,1.287,338.144,1.066,2.42,7.813,61.643,2.334,60,83,108,138,168,178,204,240,268,285,0.155,767.08,60,5.659,6.506,7.382,8.248,9.128,10.001,10.883,11.76,12.643,1,0.64,2.33,0.6,0,0,0,0,0,6,0,0,0,7,2,7,2,2,0,0,6,0,0,8,0,91.872,1.376,15.502,1,176.191,176.491,0.577,0.34,0.185,0.104,94,8792.756,34,0.085,10,147.443,19,36.6,0,0,317.212,42.874,20.248,11.205,74.5,50217,77009,38.895,34.528,56,120,0,452,10,2028,98,9876,738,50340,9.836,113.55,72.56,130.33,68.58,0,0,0,81,186,0,0,0,111,0,0,0,0,526.919,3.261,237.228,244.255,139.44,198.21,315,4.585,11,13,0,1,300,425.5,11914,7.736,148290,10400.23,10425.92,10400.96,14429.57,13567.79,0.16,45.367,286,714,334,685,-4.300491311,1,17,114,0,0,0,0,0,0,0,0,0,0,0,23,60,118,3,44,5,7,0,0,0,16,4,12,0,4,0,0,6,0,11,1,6,0,58,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,4,0,0,0,0,0,0,56,0,0,0,0,0,336.128,4.324,4.812,5.263,5.706,6.183,6.286,6.596,6.972,7.275,7.166,3_1,33,30166,345493,4.300491311
59,14.518,5.755,216.736,6.44,0.183,136,56.149,1.055,4,12,2,0,1,5,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,6,0,0,6188,113.151,1723,0,661.266,0,0,120.683,411.632,0,226.379,0,2.036,89.87,121,813,-133.5961761,-105.0905533,0,0,52231,112590,2.003,24,24,0,0,2,0,14,0,0,0,1.846,116.982,303.551,0.037,62839,3.225,1.484,1.669,1.665,1.669,1.197,1.274,338.144,1.066,2.35,7.883,61.643,2.544,60,83,108,138,168,178,204,240,268,285,0.155,773.14,60,5.659,6.506,7.382,8.248,9.128,10.001,10.883,11.76,12.643,0.99,0.62,2.28,0.59,0,0,0,0,0,6,0,0,0,7,2,7,2,1,0,0,6,0,0,8,0,74.227,1.304,16.204,1,158.624,182.051,0.577,0.34,0.185,0.104,94,8792.756,34,0.081,10,147.443,19,36.6,0,0,319.212,43.638,20.794,11.569,71.5,50217,74121,38.895,34.528,56,120,0,452,10,2028,98,9876,738,50340,9.836,119.2,74.84,127.5,70.37,0,0,0,81,186,0,0,0,111,0,0,0,0,526.919,3.261,244.409,244.255,139.44,198.21,315,4.17,13,13,1,1,300,425.5,11914,7.736,148290,10559.23,10584.92,10559.96,14588.57,13726.79,0.16,45.367,286,682,334,651,-28.50562282,0,11,120,0,0,0,0,0,0,0,0,0,0,0,17,60,124,2,44,5,7,0,0,0,10,3,7,0,4,0,0,11,1,16,2,6,0,64,12,2,0,0,6,6,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,2,4,0,0,0,0,0,0,56,0,0,0,0,0,318.483,4.284,4.741,5.166,5.587,6.047,6.197,6.503,6.872,7.171,7.02,3_1,34,30166,345493,28.50562282
