title,MolID,MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nS,nF,nCL,nX,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nBnz,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,W,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..S),T(S..F),T(S..Cl),T(F..F),MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TWC,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TPC,piID,PCR,PCD,CID,BID,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nArCOOH,nRCOOR,nArCOOR,nRCONH2,nRCONHR,nArCONHR,nRCONR2,nArCONR2,nArOCON,nRCO,nArCO,nCONN,nRNH2,nArNH2,nRNHR,nRNR2,nArNR2,nArCN,nN+,nNq,nROH,nArOH,nOHp,nOHs,nOHt,nROR,nArOR,nSO2N,nCRX3,nArX,nBeta-Lactams,nPyrrolidines,nPyrroles,nPyrazoles,nImidazoles,nThiophenes,nIsoxazoles,nTriazoles,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,C-043,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,O-056,O-057,O-058,O-059,O-060,O-062,N-066,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,N-079,F-083,F-084,Cl-089,S-107,S-110,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,MLOGP2,ALOGP,ALOGP2,LAI,GVWAI-80,Inflammat-80,Psychotic-80,Psychotic-50,Hypertens-80,Hypertens-50,Neoplastic-80,Infective-80,BLTF96,BLTD48,BLTA96,Potential Energy-OPLS3e,Stretch Energy-OPLS3e,Bend Energy-OPLS3e,Torsional Energy-OPLS3e,Improper Torsional Energy-OPLS3e,Van der Waal Energy-OPLS3e,Electrostatic Energy-OPLS3e,RMS Derivative-OPLS3e,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,Es_o,PSA_o,Es_w,PSA_w,dEs,|dEs|
31,C50H59N9O6,882.18,7.11,76.96,123.97,80.81,149.67,0.62,1,0.65,2.3,124,65,131,72,36,93,0.417,8,12,10,0.076,6,0,30,59,50,9,6,0,0,0,0,0,0,4,3,3,0,0,3,350,852,416,862,48,47.854,1.94,2.088,0.145,140.5,24,109,407.966,540.338,0.145,76950,118798,83436,197624,50.867,36.052,17561,8.443,141.493,380.242,12927.61,1148.467,3.346,14.591,100269,178.892,44158,547176,38.406,873.824,379404,15308.28,15309.2,19310.24,15340.85,20400.45,1.117,1.273,1.273,1,1.27,0.946,2.514,8.038,101.253,219.359,375.844,46.127,20.4,10.671,14.477,0.95,0.588,0.344,0.191,0.104,0.909,2242,1019,15.677,2.237,84.98,404,8862,357,109,0.817,3.31,0,0,510.113,488.333,725.787,0,0,276,357,0,0,0,111,0,0,0,0,0,0,0,72,5.861,6.725,7.617,8.498,9.391,10.278,11.172,12.063,12.957,221.563,65,144,0,556,40,2532,434,12468,3492,64164,72,103,138,184,222,246,296,356,389,456,4.543,5.122,5.681,6.24,6.674,6.919,7.296,7.657,7.541,7.81,284.743,404.718,1.421,119.975,133.554,65.14,4,13,2,0,8,0,0,24,12,6,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,8,12,4,7,2,0,0,1,0,6,0,0,0,0,0,0,0,0,12,6,0,0,0,0,3,3,0,0,0,6,0,0,0,14,20,3,0,8,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5.209,3.961,246.385,213.18,213.18,0.911,0.829,6.234,38.862,1,0,0,0,0,0,0,0,0,-2.16,-2.19,-2.14,-614.078,10.818,79.237,54.267,3.839,31.744,-590.208,0.281,10,0,0,0,6,21,0,-2,882.073,6.98,1157.152,427.455,195.522,534.175,0,2474.041,4.25,11.75,0.0196922,0.0209335,0.7645031,84.474,26.84,42.084,27.379,4.886,-5.943,-9.967,0.356,26.069,-2.932,58.439,-1.225,8.127,0.076,9,-0.042,1,42.026,0,91.161,15,3,2,32,0,32,4,65,0.06,-203.774,208.417,-140.774,204.806,-63,63
32,C44H54N8O7,807.06,7.14,69.28,113.43,72.74,143.67,0.61,1,0.64,2.44,113,59,118,64,28,81,0.344,6,8,11,0.093,6,0,22,54,44,8,7,0,0,0,0,0,0,2,3,1,0,0,3,304,786,355,751,37,42.361,1.914,2.05,0.154,129,19,96,361.424,464.678,0.152,58630,94084,61966,158500,47.272,32.124,13708,8.012,124.193,326.575,10195.58,720.378,3.106,11.439,74430,156.548,33735,386704,38.167,748.103,176212,12052.72,12053.51,15431.67,12079.74,16346.12,1.323,1.496,1.496,1.159,1.492,1.093,2.848,7.465,105.032,237.753,339.076,43.677,20.875,11.44,15.453,0.954,0.576,0.338,0.182,0.098,0.818,1894,880,14.915,1.88,71.233,355,6471,293,89,0.978,3.1,0,0,234.357,477.309,215.584,0,0,201,367,0,0,0,156,0,0,0,0,0,0,0,64,5.72,6.567,7.439,8.304,9.181,10.054,10.934,11.811,12.693,205.702,59,128,0,480,20,2138,210,10304,1656,51858,64,88,115,147,177,192,226,270,294,330,4.407,4.907,5.374,5.837,6.256,6.332,6.654,6.996,6.991,7.189,244.362,326.179,1.335,81.818,120.157,59.145,2,15,0,0,8,0,0,20,14,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,14,1,8,0,0,0,2,0,7,0,0,0,0,0,0,0,0,14,4,0,0,0,0,1,1,0,0,0,6,0,0,0,2,25,1,0,9,0,17,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.858,4.89,220.139,227.85,227.85,0.082,0.007,2.594,6.727,1,0,0,0,0,0,0,0,0,-1.46,-1.4,-1.31,-514.667,12.825,114.565,140.729,4.061,58.522,-665.997,0.763,10,1,0,0,6,24,0,-2,806.96,5.897,1084.387,436.671,195.382,452.335,0,2274.324,4.25,13.45,0.0152923,0.0255701,0.7712863,73.774,24.55,38.891,27.515,2.339,-2.494,-6.345,0.13,6.758,-2.674,14.459,-3.285,8.508,0.188,12,-1.003,1,16.619,0,89.216,15,3,2,26,0,26,4,59,1.343,-179.372,218.505,-436.564,235.198,257.192,257.192
33,C44H54N8O7,807.06,7.14,69.28,113.43,72.74,143.67,0.61,1,0.64,2.44,113,59,118,64,28,81,0.344,6,8,11,0.093,6,0,22,54,44,8,7,0,0,0,0,0,0,2,3,1,0,0,3,304,786,355,751,37,42.361,1.914,2.05,0.154,129,19,96,361.424,464.678,0.152,58630,94084,61966,158500,47.272,32.124,13708,8.012,124.193,326.575,10195.58,720.378,3.106,11.439,74430,156.548,33735,386704,38.167,748.103,176212,12052.72,12053.51,15431.67,12079.74,16346.12,1.323,1.496,1.496,1.159,1.492,1.093,2.848,7.465,105.032,237.753,339.076,43.677,20.875,11.44,15.453,0.954,0.576,0.338,0.182,0.098,0.818,1894,880,14.915,1.88,71.233,355,6471,293,89,0.978,3.1,0,0,234.357,477.309,215.584,0,0,201,367,0,0,0,156,0,0,0,0,0,0,0,64,5.72,6.567,7.439,8.304,9.181,10.054,10.934,11.811,12.693,205.702,59,128,0,480,20,2138,210,10304,1656,51858,64,88,115,147,177,192,226,270,294,330,4.407,4.907,5.374,5.837,6.256,6.332,6.654,6.996,6.991,7.189,244.362,326.179,1.335,81.818,120.157,59.145,2,15,0,0,8,0,0,20,14,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,14,1,8,0,0,0,2,0,7,0,0,0,0,0,0,0,0,14,4,0,0,0,0,1,1,0,0,0,6,0,0,0,2,25,1,0,9,0,17,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4.858,4.89,220.139,227.85,227.85,0.082,0.007,2.594,6.727,1,0,0,0,0,0,0,0,0,-1.46,-1.4,-1.31,-440.631,12.163,97.432,157.886,4.656,36.768,-578.067,0.861,7,1,0,0,6,24,0,-2,806.96,10.692,980.141,356.167,200.524,423.45,0,2156.333,4.25,13.45,0.0530142,0.0282897,0.8235442,68.776,22.783,37.9,25.848,1.621,-1.351,-6.345,1.114,8.242,-2.456,12.806,-3.482,8.22,0.229,12,-1.228,1,13.955,0,72.258,15,3,2,26,0,26,4,59,11.853,-171.469,229.757,-405.382,231.8,233.913,233.913
34,C34H44N6O7,648.84,7.13,54.9,91.69,57.68,120,0.6,1.01,0.63,2.55,91,47,94,50,18,62,0.24,4,5,6,0.064,6,0,12,44,34,6,7,0,0,0,0,0,0,1,2,0,0,0,2,238,656,273,602,28,32.134,1.819,1.981,0.176,104,16,74,272.478,334.596,0.176,32940,55096,33961,93937,39.926,29.726,7863,7.274,94.52,230.751,5724.906,307.681,3.365,8.072,40121,117.791,19306,199031,28.959,480.597,67808,6901.001,6901.526,9053.305,6917.973,9632.642,1.574,1.78,1.78,1.347,1.776,1.264,2.452,7.017,86.812,211.19,251.066,36.064,16.865,10.354,12.941,0.961,0.583,0.329,0.169,0.097,1,1421,675,14.362,2.303,50.114,261,3459,243,103,0.83,3.248,0,0,84.843,271.675,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,50,5.476,6.304,7.169,8.017,8.883,9.74,10.608,11.47,12.34,177.01,47,100,0,376,10,1654,98,7816,738,38470,50,69,85,105,127,131,147,172,183,193,4.143,4.605,4.956,5.303,5.726,5.604,5.751,6.074,6.199,6.237,184.091,220.623,1.198,36.532,94.458,47.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,13,3,5,1,0,0,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,18,0,0,6,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,2.809,172.108,186.04,186.04,0.303,0.092,1.921,3.69,1,0,0,0,0,0,0,0,0,-1.65,-1.61,-1.53,-603.374,10.184,64.173,77.121,3.226,61.754,-665.371,0.73,4,0,0,0,6,18,0,-2,648.758,11.26,906.708,424.291,205.381,277.037,0,1858.755,2.25,12.5,0.0682075,0.0206792,0.8063288,59.321,19.12,31.087,25.391,0.726,-1.254,-4.213,2.259,13.375,-2.627,46.307,-2.601,9.347,0.122,9,-1.543,1,12.479,0,115.828,13,3,2,17,0,17,4,47,90.733,-154.462,189.91,-128.686,202.536,-25.776,25.776
35,C34H44N6O7,648.84,7.13,54.9,91.69,57.68,120,0.6,1.01,0.63,2.55,91,47,94,50,18,62,0.24,4,5,6,0.064,6,0,12,44,34,6,7,0,0,0,0,0,0,1,2,0,0,0,2,238,656,273,602,28,32.134,1.819,1.981,0.176,104,16,74,272.478,334.596,0.176,32940,55096,33961,93937,39.926,29.726,7863,7.274,94.52,230.751,5724.906,307.681,3.365,8.072,40121,117.791,19306,199031,28.959,480.597,67808,6901.001,6901.526,9053.305,6917.973,9632.642,1.574,1.78,1.78,1.347,1.776,1.264,2.452,7.017,86.812,211.19,251.066,36.064,16.865,10.354,12.941,0.961,0.583,0.329,0.169,0.097,1,1421,675,14.362,2.303,50.114,261,3459,243,103,0.83,3.248,0,0,84.843,271.675,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,50,5.476,6.304,7.169,8.017,8.883,9.74,10.608,11.47,12.34,177.01,47,100,0,376,10,1654,98,7816,738,38470,50,69,85,105,127,131,147,172,183,193,4.143,4.605,4.956,5.303,5.726,5.604,5.751,6.074,6.199,6.237,184.091,220.623,1.198,36.532,94.458,47.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,13,3,5,1,0,0,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,18,0,0,6,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,2.809,172.108,186.04,186.04,0.303,0.092,1.921,3.69,1,0,0,0,0,0,0,0,0,-1.65,-1.61,-1.53,-573.161,11.407,72.156,63.496,1.781,46.355,-604.776,0.435,5,0,0,0,6,18,0,-2,648.758,14.104,852.837,459.731,179.848,213.257,0,1839.065,2.25,12.5,0.1081706,0.0219855,0.8511981,57.924,18.022,31.141,23.286,0.758,-0.975,-4.213,3.29,32.774,-2.176,84.597,-2.355,9.042,0.399,9,-1.544,1,19.631,0,97.345,13,3,1,17,0,17,4,47,303.539,-163.579,184.139,-156.171,201.196,-7.408,7.408
36,C35H48N6O7,664.89,6.93,57.1,96.46,60.21,122.83,0.59,1,0.63,2.56,96,48,98,50,18,62,0.24,3,3,8,0.082,6,0,12,48,35,6,7,0,0,0,0,0,0,0,2,0,0,0,2,236,650,265,589,25,31.441,1.756,1.925,0.178,106,16,73,280.274,348.792,0.175,34304,57180,34620,95028,40.628,33.151,8371,7.421,94.669,234.806,6270.5,222.337,3.35,6.474,43155,118.212,17905,166068,36.535,573.472,40830,7385.715,7386.252,9592.877,7403.122,10187.04,1.889,2.128,2.128,1.625,2.123,1.528,2.49,6.76,86.723,261.556,256.078,38.667,18.681,12.987,15.048,0.979,0.581,0.315,0.159,0.097,1,1432,693,14.438,2.195,52.191,267,3926,250,153,0.998,3.228,0,0,0,305.825,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,50,5.468,6.275,7.128,7.958,8.81,9.649,10.501,11.346,12.198,177.333,48,100,0,372,0,1606,0,7420,0,35620,50,68,79,95,118,116,130,150,155,157,4.143,4.595,4.905,5.242,5.693,5.536,5.681,6.005,6.12,6.124,165.704,197.77,1.194,32.066,95.454,48.152,5,9,2,0,5,0,0,12,9,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,4,2,0,0,1,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,14,16,0,0,7,0,11,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,3.559,178.093,194.83,194.83,0.484,0.235,2.835,8.034,1,0,0,0,0,0,0,0,0,-1.8,-1.78,-1.71,-713.188,7.68,44.261,52.546,4.82,42.345,-727.316,0.733,4,0,0,0,6,21,0,-2,664.8,10.574,947.168,550.201,173.255,223.712,0,1951.412,2.5,11.25,0.057299,0.01878,0.7973284,60.594,19.421,30.725,22.153,1.94,-2.445,-4.989,2.368,36.552,-2.519,98.84,-1.908,9.401,0.131,9,-1.196,1,27.402,0,99.248,13,3,1,12,0,12,0,48,29.465,-137.524,202.774,-175.27,220.223,37.746,37.746
37,C34H44N6O7,648.84,7.13,54.9,91.69,57.68,120,0.6,1.01,0.63,2.55,91,47,94,50,18,62,0.24,4,5,6,0.064,6,0,12,44,34,6,7,0,0,0,0,0,0,1,2,0,0,0,2,238,656,273,602,28,32.134,1.819,1.981,0.176,104,16,74,272.478,334.596,0.176,32940,55096,33961,93937,39.926,29.726,7863,7.274,94.52,230.751,5724.906,307.681,3.365,8.072,40121,117.791,19306,199031,28.959,480.597,67808,6901.001,6901.526,9053.305,6917.973,9632.642,1.574,1.78,1.78,1.347,1.776,1.264,2.452,7.017,86.812,211.19,251.066,36.064,16.865,10.354,12.941,0.961,0.583,0.329,0.169,0.097,1,1421,675,14.362,2.303,50.114,261,3459,243,103,0.83,3.248,0,0,84.843,271.675,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,50,5.476,6.304,7.169,8.017,8.883,9.74,10.608,11.47,12.34,177.01,47,100,0,376,10,1654,98,7816,738,38470,50,69,85,105,127,131,147,172,183,193,4.143,4.605,4.956,5.303,5.726,5.604,5.751,6.074,6.199,6.237,184.091,220.623,1.198,36.532,94.458,47.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,13,3,5,1,0,0,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,18,0,0,6,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,2.809,172.108,186.04,186.04,0.303,0.092,1.921,3.69,1,0,0,0,0,0,0,0,0,-1.65,-1.61,-1.53,-568.303,12.304,70.674,26.129,2.464,72.312,-580.964,2.281,4,0,0,0,6,18,0,-2,648.758,3.706,931.282,443.477,168.331,319.474,0,1873.551,2.25,12.5,0.0073296,0.0201335,0.7892132,60.319,19.439,30.397,22.429,1.104,-3.033,-4.213,1.78,64.059,-2.323,111.022,-1.768,8.659,0.033,9,-1.524,1,26.871,0,74.502,13,3,1,17,0,17,4,47,10.26,-171.223,190.623,-165.547,199.088,-5.676,5.676
38,C34H44N6O7,648.84,7.13,54.9,91.69,57.68,120,0.6,1.01,0.63,2.55,91,47,94,50,18,62,0.24,4,5,6,0.064,6,0,12,44,34,6,7,0,0,0,0,0,0,1,2,0,0,0,2,238,656,273,602,28,32.134,1.819,1.981,0.176,104,16,74,272.478,334.596,0.176,32940,55096,33961,93937,39.926,29.726,7863,7.274,94.52,230.751,5724.906,307.681,3.365,8.072,40121,117.791,19306,199031,28.959,480.597,67808,6901.001,6901.526,9053.305,6917.973,9632.642,1.574,1.78,1.78,1.347,1.776,1.264,2.452,7.017,86.812,211.19,251.066,36.064,16.865,10.354,12.941,0.961,0.583,0.329,0.169,0.097,1,1421,675,14.362,2.303,50.114,261,3459,243,103,0.83,3.248,0,0,84.843,271.675,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,50,5.476,6.304,7.169,8.017,8.883,9.74,10.608,11.47,12.34,177.01,47,100,0,376,10,1654,98,7816,738,38470,50,69,85,105,127,131,147,172,183,193,4.143,4.605,4.956,5.303,5.726,5.604,5.751,6.074,6.199,6.237,184.091,220.623,1.198,36.532,94.458,47.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,13,3,5,1,0,0,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,18,0,0,6,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,2.809,172.108,186.04,186.04,0.303,0.092,1.921,3.69,1,0,0,0,0,0,0,0,0,-1.65,-1.61,-1.53,-608.733,13.279,71.67,48.275,2.143,57.662,-616.38,1.584,3,0,0,0,6,18,0,-2,648.758,12.48,810.213,384.316,186.647,239.25,0,1769.451,2.25,12.5,0.0880246,0.0231421,0.8732219,55.386,17.613,30.113,22.754,0.338,-0.575,-4.213,3.522,33.209,-2.153,72.056,-2.388,8.974,0.276,9,-1.695,1,17.277,0,88.527,13,3,1,17,0,17,4,47,705.82,-185.384,198.053,-173.717,205.626,-11.667,11.667
39,C34H44N6O7,648.84,7.13,54.9,91.69,57.68,120,0.6,1.01,0.63,2.55,91,47,94,50,18,62,0.24,4,5,6,0.064,6,0,12,44,34,6,7,0,0,0,0,0,0,1,2,0,0,0,2,238,656,273,602,28,32.134,1.819,1.981,0.176,104,16,74,272.478,334.596,0.176,32940,55096,33961,93937,39.926,29.726,7863,7.274,94.52,230.751,5724.906,307.681,3.365,8.072,40121,117.791,19306,199031,28.959,480.597,67808,6901.001,6901.526,9053.305,6917.973,9632.642,1.574,1.78,1.78,1.347,1.776,1.264,2.452,7.017,86.812,211.19,251.066,36.064,16.865,10.354,12.941,0.961,0.583,0.329,0.169,0.097,1,1421,675,14.362,2.303,50.114,261,3459,243,103,0.83,3.248,0,0,84.843,271.675,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,50,5.476,6.304,7.169,8.017,8.883,9.74,10.608,11.47,12.34,177.01,47,100,0,376,10,1654,98,7816,738,38470,50,69,85,105,127,131,147,172,183,193,4.143,4.605,4.956,5.303,5.726,5.604,5.751,6.074,6.199,6.237,184.091,220.623,1.198,36.532,94.458,47.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,13,3,5,1,0,0,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,18,0,0,6,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,2.809,172.108,186.04,186.04,0.303,0.092,1.921,3.69,1,0,0,0,0,0,0,0,0,-1.65,-1.61,-1.53,-594.84,9.66,74.983,61.985,2.589,45.042,-658.23,0.754,3,0,0,0,6,18,0,-2,648.758,7.015,829.73,424.776,192.218,212.736,0,1764.296,2.25,12.5,0.0278897,0.0225977,0.8510258,54.927,17.515,29.005,23.599,0.211,-0.47,-4.213,3.289,23.298,-2.291,63.179,-2.584,9.406,0.195,9,-1.734,1,13.776,0,101.229,13,3,1,17,0,17,4,47,572.312,-130.869,190.565,-133.852,200.282,2.983,2.983
40,C36H48N6O7,676.9,6.98,58.1,97.46,61.21,123,0.6,1,0.63,2.51,97,49,100,52,18,64,0.231,4,5,6,0.06,6,0,12,48,36,6,7,0,0,0,0,0,0,1,2,0,0,0,2,250,676,290,625,30,32.945,1.782,1.959,0.174,108,18,81,286.174,349.061,0.168,35676,58752,36639,98311,41.048,33.181,8552,7.272,100.089,248.504,6239.509,322.049,3.27,8.072,43412,125.345,21073,217305,31.508,521.135,72963,7510.571,7511.15,9906.434,7529.55,10552.44,1.633,1.846,1.846,1.39,1.841,1.303,2.452,7.152,90.49,232.273,263.121,38.03,17.24,10.128,13.38,0.969,0.589,0.341,0.174,0.094,1,1473,702,14.327,2.264,50.402,276,3580,255,147,0.841,3.227,0,0,91.456,281.502,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,52,5.525,6.365,7.238,8.095,8.97,9.835,10.711,11.581,12.458,181.777,49,104,0,396,10,1772,98,8524,738,42684,52,73,92,113,134,141,159,184,198,208,4.174,4.644,5.017,5.352,5.752,5.656,5.809,6.121,6.265,6.283,188.178,223.935,1.19,35.758,98.098,49.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,3,5,1,0,2,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,24,0,0,4,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,1.333,181.902,168.46,168.46,0.663,0.44,2.333,5.441,1,0,0,0,0,0,0,0,0,-1.95,-1.95,-1.89,-242.884,23.174,70.068,61.792,3.358,95.593,-297.193,0.696,4,0,0,0,6,18,0,-2,676.811,7.197,952.956,560.026,127.947,264.984,0,1972.781,1.75,15,0.0262565,0.0208227,0.7982606,63.769,19.388,32.304,22.105,0.931,-3.057,-3.762,2.186,222.149,-1.86,287.969,-1.216,8.694,0.303,9,-1.782,1,48.478,0,54.766,13,2,1,17,0,17,4,49,36.077,-199.675,183.674,-177.993,185.426,-21.682,21.682
