title,MolID,MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nS,nF,nCL,nX,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nBnz,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,W,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..S),T(S..F),T(S..Cl),T(F..F),MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TWC,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TPC,piID,PCR,PCD,CID,BID,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nArCOOH,nRCOOR,nArCOOR,nRCONH2,nRCONHR,nArCONHR,nRCONR2,nArCONR2,nArOCON,nRCO,nArCO,nCONN,nRNH2,nArNH2,nRNHR,nRNR2,nArNR2,nArCN,nN+,nNq,nROH,nArOH,nOHp,nOHs,nOHt,nROR,nArOR,nSO2N,nCRX3,nArX,nBeta-Lactams,nPyrrolidines,nPyrroles,nPyrazoles,nImidazoles,nThiophenes,nIsoxazoles,nTriazoles,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,C-043,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,O-056,O-057,O-058,O-059,O-060,O-062,N-066,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,N-079,F-083,F-084,Cl-089,S-107,S-110,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,MLOGP2,ALOGP,ALOGP2,LAI,GVWAI-80,Inflammat-80,Psychotic-80,Psychotic-50,Hypertens-80,Hypertens-50,Neoplastic-80,Infective-80,BLTF96,BLTD48,BLTA96,Potential Energy-OPLS3e,Stretch Energy-OPLS3e,Bend Energy-OPLS3e,Torsional Energy-OPLS3e,Improper Torsional Energy-OPLS3e,Van der Waal Energy-OPLS3e,Electrostatic Energy-OPLS3e,RMS Derivative-OPLS3e,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,Es_o,PSA_o,Es_w,PSA_w,dEs,|dEs|
11,C41H66N6O7,755.13,6.29,68.48,119.41,73.06,129.67,0.57,1,0.61,2.4,120,54,122,56,12,65,0.107,3,4,10,0.082,6,0,6,66,41,6,7,0,0,0,0,0,0,1,1,0,0,0,1,272,670,316,623,31,33.874,1.67,1.873,0.172,118,22,92,320.653,384.148,0.15,41783,64081,41425,96276,43.663,43.252,10372,7.248,112.224,292.614,7807.787,246.637,2.719,6.28,51143,142.32,25340,256212,45.777,649.615,71817,9308.569,9309.268,12217.32,9331.754,13003.44,2.164,2.405,2.405,1.816,2.399,1.703,2.409,7.52,98.861,363.667,296.764,45.39,20.248,12.249,17.019,1.056,0.591,0.333,0.178,0.104,0.636,1493,735,13.611,1.671,52.266,305,4274,268,357,1.191,2.788,0,0,110.473,151.98,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,56,5.609,6.45,7.339,8.206,9.096,9.974,10.865,11.75,12.642,191.932,54,112,0,432,10,1948,98,9496,738,48532,56,80,100,127,152,161,178,206,219,222,4.19,4.63,4.965,5.275,5.625,5.581,5.672,5.976,6.066,6.064,192.847,217.845,1.13,24.997,106.402,54.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,8,7,4,0,3,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,21,0,0,3,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,0.634,207.619,159.67,159.67,1.748,3.055,5.055,25.556,1,0,0,0,0,0,0,0,0,-2.88,-2.98,-2.98,127.428,37.738,145.79,104.99,3.966,64.691,-96.977,2.77,5,0,0,0,6,22,0,-2,755.008,4.599,953.147,711.883,129.65,111.614,0,2134.216,1.5,16.25,0.009911,0.0208804,0.8410669,66.197,19.126,33.215,21.305,1.261,-1.75,-4.463,3.61,201.248,-1.984,276.625,-1.404,8.902,-0.174,8,-1.769,1,49.646,0,58.128,13,2,1,11,0,11,4,54,530.03,-132.769,154.701,-124.472,166.71,-8.297,8.297
12,C40H64N6O7,741.1,6.33,66.88,116.53,71.3,128.17,0.57,1,0.61,2.42,117,53,119,55,12,64,0.109,3,4,10,0.084,6,0,6,64,40,6,7,0,0,0,0,0,0,1,1,0,0,0,1,266,660,307,611,30,33.468,1.683,1.88,0.173,116,21,88,313.705,376.981,0.153,40299,62174,40002,94073,43.125,41.693,9990,7.25,109.204,282.68,7522.24,242.018,2.706,6.28,49298,138.164,24396,246906,44.447,626.347,69400,8966.856,8967.522,11739.28,8988.914,12488.05,2.126,2.363,2.363,1.788,2.357,1.678,2.445,7.518,97.67,349.056,287.58,44.397,20.07,12.515,16.813,1.054,0.589,0.328,0.176,0.104,0.636,1464,720,13.585,1.675,52.09,297,4239,262,322,1.197,2.796,0,0,108.849,148.398,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,55,5.587,6.422,7.306,8.167,9.051,9.924,10.809,11.688,12.574,189.528,53,110,0,422,10,1886,98,9102,738,46030,55,78,96,122,146,153,171,197,212,218,4.174,4.61,4.929,5.244,5.6,5.54,5.636,5.931,6.044,6.083,190.743,216.046,1.133,25.302,104.585,53.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,8,7,4,0,2,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,18,0,0,4,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,1.273,202.722,168.46,168.46,1.578,2.49,4.849,23.517,1,0,0,0,0,0,0,0,0,-2.73,-2.82,-2.81,-232.505,25.527,87.459,34.234,3.635,65.793,-315.909,0.215,6,0,0,0,6,22,0,-2,740.982,4.696,1021.305,803.985,112.812,104.507,0,2184.74,1.75,15,0.0100921,0.0194292,0.7972775,68.151,19.867,33.266,20.616,2.168,-3.373,-4.703,2.936,278.391,-1.946,411.597,-1.118,8.978,-0.122,8,-1.397,1,57.48,0,60.483,13,2,1,11,0,11,4,53,23.918,-133.245,166.777,-94.931,176.669,-38.314,38.314
13,C39H60N6O7,725.05,6.47,64.69,111.76,68.77,125.33,0.58,1,0.61,2.41,112,52,115,55,12,64,0.109,4,7,8,0.07,6,0,6,60,39,6,7,0,0,0,0,0,0,2,1,0,0,0,1,268,666,315,624,33,34.161,1.733,1.929,0.171,114,21,89,305.628,361.423,0.152,38752,59976,39297,93002,42.424,38.488,9397,7.087,109.042,278.344,6912.526,336.769,2.724,7.879,45523,137.716,26576,301664,36.913,524.586,124748,8399.286,8399.934,11095.9,8420.729,11824.05,1.768,1.971,1.971,1.48,1.966,1.386,2.428,7.511,97.38,280.425,286.423,41.751,18.357,10.368,14.739,1.038,0.592,0.341,0.184,0.104,0.8,1433,690,13.269,1.744,47.334,286,3922,257,244,1.102,2.975,0,0,194.664,130.642,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,55,5.595,6.447,7.34,8.216,9.11,9.996,10.891,11.782,12.678,189.055,52,110,0,426,20,1934,196,9498,1476,48890,55,79,102,132,156,169,191,223,245,260,4.174,4.62,4.978,5.305,5.639,5.612,5.718,6.013,6.135,6.195,213.15,241.091,1.131,27.942,103.589,52.161,6,14,3,0,10,0,0,6,4,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,13,6,8,3,0,2,2,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,21,20,0,0,3,0,16,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,0.656,196.737,159.67,159.67,1.406,1.978,3.936,15.491,1,0,0,0,0,0,0,0,0,-2.59,-2.66,-2.64,14.201,30.452,132.657,111.152,1.77,71.783,-188.958,1.101,4,0,0,0,6,19,0,-2,724.939,4.337,962.191,723.782,120.166,118.243,0,2108.358,1.5,16.25,0.0089223,0.0206842,0.8264188,67.152,19.042,33.499,22.507,1.157,-2.15,-3.891,3.342,216.717,-1.755,346.019,-1.493,8.956,-0.281,8,-1.725,1,49.612,0,65.386,13,2,1,16,0,16,8,52,164.748,-144.655,168.946,-137.121,170.223,-7.534,7.534
14,C41H66N6O7,755.13,6.29,68.48,119.41,73.06,129.67,0.57,1,0.61,2.4,120,54,122,56,12,65,0.107,3,4,10,0.082,6,0,6,66,41,6,7,0,0,0,0,0,0,1,1,0,0,0,1,272,670,316,623,31,33.874,1.67,1.873,0.172,118,22,92,320.653,384.148,0.15,41783,64081,41425,96276,43.663,43.249,10372,7.248,112.226,292.613,7808.888,246.671,2.694,6.28,51134,142.323,25328,255978,45.786,650.196,71801,9308.569,9309.268,12217.32,9331.754,13003.44,2.164,2.405,2.405,1.816,2.399,1.703,2.446,7.565,98.8,363.614,298.764,45.39,20.248,12.249,17.019,1.056,0.591,0.333,0.178,0.105,0.636,1491,734,13.593,1.652,52.266,305,4274,268,357,1.191,2.797,0,0,110.32,152.368,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,56,5.609,6.45,7.339,8.206,9.096,9.974,10.865,11.749,12.64,191.929,54,112,0,432,10,1948,98,9496,738,48532,56,80,100,127,152,160,177,203,219,225,4.19,4.63,4.965,5.275,5.622,5.571,5.661,5.947,6.063,6.103,192.558,217.655,1.13,25.097,106.403,54.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,8,7,4,0,3,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,21,0,0,3,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,0.634,207.619,159.67,159.67,1.748,3.055,5.055,25.556,1,0,0,0,0,0,0,0,0,-2.88,-2.98,-2.98,42.005,40.573,143.895,55.756,1.73,96.046,-154.545,0.216,6,0,0,0,6,22,0,-2,755.008,9.804,948.208,768.546,120.346,59.316,0,2155.072,1.5,16.25,0.044598,0.0209892,0.850947,66.532,18.765,33.746,21.925,1.405,-1.198,-4.463,4.02,190.089,-1.87,344.552,-1.416,8.742,-0.206,8,-1.704,1,50.045,0,72.325,13,2,1,11,0,11,4,54,1837.062,-141.449,159.092,-155.689,169.342,14.24,14.24
15,C41H66N6O7,755.13,6.29,68.48,119.41,73.06,129.67,0.57,1,0.61,2.4,120,54,122,56,12,65,0.107,3,4,10,0.082,6,0,6,66,41,6,7,0,0,0,0,0,0,1,1,0,0,0,1,272,670,316,623,31,33.874,1.67,1.873,0.172,118,22,92,320.653,384.148,0.15,41783,64081,41425,96276,43.663,43.249,10372,7.248,112.226,292.613,7808.888,246.671,2.694,6.28,51134,142.323,25328,255978,45.786,650.196,71801,9308.569,9309.268,12217.32,9331.754,13003.44,2.164,2.405,2.405,1.816,2.399,1.703,2.446,7.565,98.8,363.614,298.764,45.39,20.248,12.249,17.019,1.056,0.591,0.333,0.178,0.105,0.636,1491,734,13.593,1.652,52.266,305,4274,268,357,1.191,2.797,0,0,110.32,152.368,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,56,5.609,6.45,7.339,8.206,9.096,9.974,10.865,11.749,12.64,191.929,54,112,0,432,10,1948,98,9496,738,48532,56,80,100,127,152,160,177,203,219,225,4.19,4.63,4.965,5.275,5.622,5.571,5.661,5.947,6.063,6.103,192.558,217.655,1.13,25.097,106.403,54.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,8,7,4,0,3,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,21,0,0,3,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,0.634,207.619,159.67,159.67,1.748,3.055,5.055,25.556,1,0,0,0,0,0,0,0,0,-2.88,-2.98,-2.98,59.289,40.371,124.793,46.499,2.104,88.583,-109.387,0.473,7,0,0,0,6,22,0,-2,755.008,11.078,1001.89,835.099,100.408,66.382,0,2206.619,1.5,16.25,0.0556178,0.0198646,0.8181446,68.663,19.379,34.4,20.661,1.838,-2.686,-4.463,3.455,405.967,-1.762,551.589,-1.024,8.762,-0.303,8,-1.603,1,58.477,0,54.678,13,2,1,11,0,11,4,54,147.081,-133.674,147.318,-97.308,174.744,-36.366,36.366
16,C41H66N6O7,755.13,6.29,68.48,119.41,73.06,129.67,0.57,1,0.61,2.4,120,54,122,56,12,65,0.107,3,4,10,0.082,6,0,6,66,41,6,7,0,0,0,0,0,0,1,1,0,0,0,1,272,670,316,623,31,33.874,1.67,1.873,0.172,118,22,92,320.623,383.963,0.15,41771,64079,41421,96292,43.662,43.224,10367,7.245,112.239,292.68,7807.742,246.635,2.704,6.28,51096,142.346,25369,256718,45.756,648.625,71897,9304.43,9305.121,12209.68,9327.584,12994.85,2.165,2.406,2.406,1.817,2.4,1.704,2.446,7.619,98.773,363.695,290.764,45.39,20.248,12.249,17.019,1.056,0.591,0.333,0.178,0.105,0.636,1493,735,13.611,1.671,52.325,306,4210,268,357,1.191,2.788,0,0,111.649,152.265,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,56,5.609,6.45,7.339,8.206,9.095,9.974,10.864,11.748,12.639,191.926,54,112,0,432,10,1948,98,9496,738,48532,56,80,100,127,152,159,176,204,219,224,4.19,4.63,4.965,5.275,5.622,5.567,5.658,5.95,6.063,6.098,192.555,217.649,1.13,25.095,106.403,54.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,8,7,4,0,3,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,21,0,0,3,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,0.634,207.619,159.67,159.67,1.748,3.055,5.055,25.556,1,0,0,0,0,0,0,0,0,-2.88,-2.98,-2.98,72.639,41.703,102.434,69.097,1.886,107.636,-4.132,0.991,10,0,0,0,6,22,0,-2,755.008,18.688,1058.335,824.963,117.291,116.081,0,2256.936,1.5,16.25,0.1547484,0.0188051,0.7862391,71.151,20.642,36.623,21.696,2.061,-3.45,-4.463,2.702,251.395,-2.027,370.315,-1.16,8.969,-0.152,8,-1.503,1,56.055,0,60.713,13,2,1,11,0,11,4,54,18.514,-245.984,160.417,-223.26,163.822,-22.724,22.724
17,C38H58N6O7,711.02,6.52,63.09,108.88,67.01,123.83,0.58,1,0.61,2.43,109,51,112,54,12,63,0.111,4,7,8,0.071,6,0,6,58,38,6,7,0,0,0,0,0,0,2,1,0,0,0,1,262,656,306,612,32,33.756,1.749,1.938,0.172,112,20,85,298.833,355.02,0.156,37392,58213,37972,90937,41.889,36.928,9053,7.1,106.014,268.462,6649.359,330.122,2.767,7.879,44004,133.547,25488,288945,35.688,506.684,120020,8092.144,8092.765,10666.39,8112.577,11361.04,1.734,1.933,1.933,1.454,1.928,1.363,2.429,7.382,96.205,268.894,279.294,40.766,18.161,10.546,14.517,1.035,0.59,0.335,0.182,0.102,0.8,1410,678,13.294,1.758,46.924,281,3775,250,215,1.104,2.986,0,0,189.086,128.402,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,54,5.572,6.418,7.307,8.177,9.067,9.947,10.838,11.723,12.616,186.665,51,108,0,416,20,1872,196,9104,1476,46388,54,77,98,127,150,163,186,217,238,252,4.159,4.6,4.943,5.275,5.618,5.586,5.699,5.998,6.115,6.171,211.179,239.373,1.134,28.194,101.771,51.161,6,14,3,0,10,0,0,6,4,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,13,6,8,3,0,1,2,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,21,17,0,0,4,0,16,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,1.302,191.841,168.46,168.46,1.233,1.521,3.73,13.912,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.46,-172.205,27.396,133.682,70.616,1.475,70.822,-307.031,0.225,4,0,0,0,6,19,0,-2,710.912,10.439,976.605,751.325,120.716,104.565,0,2095.785,1.75,15,0.0519986,0.0203185,0.8109806,66.518,19.062,33.438,21.131,1.573,-3.145,-4.133,3.157,239.749,-1.805,341.559,-1.552,8.399,-0.566,8,-1.489,1,52.831,0,59.221,13,2,1,16,0,16,8,51,14.297,-169.166,173.386,-133.335,177.276,-35.831,35.831
18,C40H64N6O7,741.1,6.33,66.88,116.53,71.3,128.17,0.57,1,0.61,2.42,117,53,119,55,12,64,0.109,3,4,10,0.084,6,0,6,64,40,6,7,0,0,0,0,0,0,1,1,0,0,0,1,266,660,307,611,30,33.468,1.683,1.88,0.173,116,21,88,313.705,376.981,0.153,40299,62174,40002,94073,43.125,41.693,9990,7.25,109.204,282.68,7522.24,242.018,2.706,6.28,49298,138.164,24396,246906,44.447,626.347,69400,8966.856,8967.522,11739.28,8988.914,12488.05,2.126,2.363,2.363,1.788,2.357,1.678,2.445,7.518,97.67,349.056,287.58,44.397,20.07,12.515,16.813,1.054,0.589,0.328,0.176,0.104,0.636,1464,720,13.585,1.675,52.09,297,4239,262,322,1.197,2.796,0,0,108.849,148.398,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,55,5.587,6.422,7.306,8.167,9.051,9.924,10.809,11.688,12.574,189.528,53,110,0,422,10,1886,98,9102,738,46030,55,78,96,122,146,153,171,197,212,218,4.174,4.61,4.929,5.244,5.6,5.54,5.636,5.931,6.044,6.083,190.743,216.046,1.133,25.302,104.585,53.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,8,7,4,0,2,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,18,0,0,4,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,1.273,202.722,168.46,168.46,1.578,2.49,4.849,23.517,1,0,0,0,0,0,0,0,0,-2.73,-2.82,-2.81,-179.681,26.132,125.189,58.007,4.35,58.697,-324.701,0.73,5,0,0,0,6,22,0,-2,740.982,3.222,996.2,774.106,112.851,109.243,0,2167.281,1.75,15,0.0047911,0.0199188,0.813009,67.498,19.578,33.059,20.642,2.081,-2.922,-4.703,3.168,274.43,-1.901,411.218,-1.102,9.093,-0.102,8,-1.426,1,56.86,0,61.218,13,2,1,11,0,11,4,53,70.119,-127.355,163.68,-103.577,173.038,-23.778,23.778
19,C38H60N6O7,713.04,6.42,63.69,110.76,67.77,125.17,0.57,1,0.61,2.45,111,51,113,53,12,62,0.113,3,4,10,0.088,6,0,6,60,38,6,7,0,0,0,0,0,0,1,1,0,0,0,1,254,640,289,587,28,32.657,1.709,1.897,0.175,112,19,80,300.093,364.157,0.16,37565,58664,37384,90035,42.063,38.612,9286,7.283,103.162,262.899,6979.551,233.197,2.791,6.28,46144,129.845,22480,227117,41.847,584.288,64448,8336.856,8337.465,10863.38,8356.888,11544.85,2.041,2.268,2.268,1.723,2.263,1.618,2.46,7.157,94.94,320.194,277.294,42.413,19.729,13.173,16.407,1.05,0.585,0.315,0.169,0.101,0.636,1418,696,13.647,1.679,51.256,288,3884,250,258,1.207,2.818,0,0,102.737,144.327,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,53,5.541,6.361,7.236,8.083,8.958,9.817,10.691,11.557,12.432,184.677,51,106,0,402,10,1762,98,8314,738,41036,53,74,88,112,135,141,159,184,196,202,4.143,4.57,4.854,5.178,5.558,5.48,5.576,5.883,5.966,6.003,186.727,212.526,1.138,25.799,100.95,51.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,13,8,7,4,0,0,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,12,0,0,6,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,2.714,192.929,186.04,186.04,1.233,1.521,4.438,19.692,1,0,0,0,0,0,0,0,0,-2.44,-2.49,-2.46,-565.627,10.541,91.228,22.495,2.458,38.766,-562.007,0.381,3,0,0,0,6,22,0,-2,712.928,11.074,996.837,740.575,147.07,109.192,0,2095.158,2.25,12.5,0.0585363,0.0188095,0.7943628,64.611,19.575,32.174,20.776,2.392,-3.202,-5.152,2.866,86.821,-2.316,183.371,-1.733,9.008,-0.139,8,-1.108,1,36.776,0,83.242,13,3,1,11,0,11,4,51,8.276,-169.109,191.321,-112.031,205.191,-57.078,57.078
20,C41H66N6O7,755.13,6.29,68.48,119.41,73.06,129.67,0.57,1,0.61,2.4,120,54,122,56,12,65,0.107,3,4,10,0.082,6,0,6,66,41,6,7,0,0,0,0,0,0,1,1,0,0,0,1,272,670,316,623,31,33.874,1.67,1.873,0.172,118,22,92,320.653,384.148,0.15,41783,64081,41425,96276,43.663,43.249,10372,7.248,112.226,292.613,7808.888,246.671,2.694,6.28,51134,142.323,25328,255978,45.786,650.196,71801,9308.569,9309.268,12217.32,9331.754,13003.44,2.164,2.405,2.405,1.816,2.399,1.703,2.446,7.565,98.8,363.614,298.764,45.39,20.248,12.249,17.019,1.056,0.591,0.333,0.178,0.105,0.636,1491,734,13.593,1.652,52.266,305,4274,268,357,1.191,2.797,0,0,110.32,152.368,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,56,5.609,6.45,7.339,8.206,9.096,9.974,10.865,11.749,12.64,191.929,54,112,0,432,10,1948,98,9496,738,48532,56,80,100,127,152,160,177,203,219,225,4.19,4.63,4.965,5.275,5.622,5.571,5.661,5.947,6.063,6.103,192.558,217.655,1.13,25.097,106.403,54.155,8,13,4,0,8,0,0,6,4,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,8,7,4,0,3,1,0,6,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,28,21,0,0,3,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3.7,0.634,207.619,159.67,159.67,1.748,3.055,5.055,25.556,1,0,0,0,0,0,0,0,0,-2.88,-2.98,-2.98,106.14,42.372,151.297,50.116,1.758,96.391,-80.939,0.887,10,0,0,0,6,22,0,-2,755.008,17.811,1029.615,814.047,109.618,105.95,0,2241.013,1.5,16.25,0.1415579,0.0193297,0.804365,70.417,20.151,36.239,20.547,2.021,-3.387,-4.463,3.044,376.912,-1.892,443.83,-1.054,8.195,-0.357,8,-1.526,1,58.973,0,47.758,13,2,1,11,0,11,4,54,27.305,-154.856,157.403,-119.351,169.422,-35.505,35.505
